id,name,type,category,fraction,carbon_count,molecular_weight,frequency_hz,complexity,bit_state_decimal,glr_errors,glr_nrci_before,glr_nrci_after,glr_efficiency,glr_improvement,nrci,nrci_regime,soc_energy_cu,modal_sum,wall_proximity,wall_safe,nrci_risk,coherence_factor,resonance_strength,emergence_intensity,success,error,predicted_octane_class,predicted_stability_class
548,Aromatic-C14-548,Aromatics,Aromatics,Diesel,14,190.316,724873710818.0087,8,3703441,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,80.1073485911574,1.590316,WallProximity.SAFE,True,0.0,0.0,0.8276126144218086,0.1903672357609857,True,,High (RON ~90-120),Excellent (>1 year)
562,Aromatic-C13-562,Aromatics,Aromatics,Diesel,13,176.29,753158117252.3292,8,3441297,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,68.88314757353469,1.47629,WallProximity.SAFE,True,0.0,0.0,0.8465212890838342,0.183811298372123,True,,High (RON ~90-120),Excellent (>1 year)
563,Aromatic-C14-563,Aromatics,Aromatics,Diesel,14,190.316,724873710818.0087,8,3703441,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,80.1073485911574,1.590316,WallProximity.SAFE,True,0.0,0.0,0.8276126144218086,0.1903672357609857,True,,High (RON ~90-120),Excellent (>1 year)
577,Aromatic-C13-577,Aromatics,Aromatics,Diesel,13,176.29,753158117252.3292,8,3441297,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,68.88314757353469,1.47629,WallProximity.SAFE,True,0.0,0.0,0.8465212890838342,0.183811298372123,True,,High (RON ~90-120),Excellent (>1 year)
578,Aromatic-C14-578,Aromatics,Aromatics,Diesel,14,190.316,724873710818.0087,8,3703441,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,80.1073485911574,1.590316,WallProximity.SAFE,True,0.0,0.0,0.8276126144218086,0.1903672357609857,True,,High (RON ~90-120),Excellent (>1 year)
592,Aromatic-C13-592,Aromatics,Aromatics,Diesel,13,176.29,753158117252.3292,8,3441297,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,68.88314757353469,1.47629,WallProximity.SAFE,True,0.0,0.0,0.8465212890838342,0.183811298372123,True,,High (RON ~90-120),Excellent (>1 year)
593,Aromatic-C14-593,Aromatics,Aromatics,Diesel,14,190.316,724873710818.0087,8,3703441,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,80.1073485911574,1.590316,WallProximity.SAFE,True,0.0,0.0,0.8276126144218086,0.1903672357609857,True,,High (RON ~90-120),Excellent (>1 year)
688,C3-Benzothiophene,Thiophenes,Sulfur compounds,Diesel,11,176.266,753209389702.9595,13,2917073,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,59.54199430705451,1.276266,WallProximity.SAFE,True,0.0,0.0,0.7164015788305478,0.177482337686838,True,,Medium (RON ~50-70),Excellent (>1 year)
689,C4-Benzothiophene,Thiophenes,Sulfur compounds,Diesel,12,190.292,724919420623.3585,13,3179217,1,0.9583333333333334,1.0,1.0,0.0416666666666666,0.0,CoherenceRegime.SUBCOHERENT,70.02291439406535,1.390292,WallProximity.SAFE,True,0.0,0.0,0.7095038549395202,0.184524018239189,True,,Medium (RON ~50-70),Excellent (>1 year)
691,Dibenzothiophene,Thiophenes,Sulfur compounds,Diesel,12,186.26,732723635278.1754,21,3179345,1,0.9583333333333334,1.0,1.0,0.0416666666666666,0.0,CoherenceRegime.SUBCOHERENT,68.34046329090297,1.38626,WallProximity.SAFE,True,0.0,0.0,0.7300189299345253,0.1834677918624299,True,,Medium (RON ~50-70),Excellent (>1 year)
692,C1-Dibenzothiophene,Thiophenes,Sulfur compounds,Diesel,13,200.286,706601741428.6383,21,3441489,2,0.9166666666666666,1.0,1.0,0.0833333333333333,0.0008917475168077,CoherenceRegime.SUBCOHERENT,79.5313359654353,1.500286,WallProximity.SAFE,True,0.0,0.0010612275457887,0.7143688452992216,0.1900538277782108,True,,Medium (RON ~50-70),Excellent (>1 year)
