id,name,type,category,fraction,carbon_count,molecular_weight,frequency_hz,complexity,bit_state_decimal,glr_errors,glr_nrci_before,glr_nrci_after,glr_efficiency,glr_improvement,nrci,nrci_regime,soc_energy_cu,modal_sum,wall_proximity,wall_safe,nrci_risk,coherence_factor,resonance_strength,emergence_intensity,success,error,predicted_octane_class,predicted_stability_class
313,2-C10ene,Linear alkenes,Alkenes,Gasoline,10,140.26,844370560040.8063,11,2658953,2,0.9166666666666666,1.0,1.0,0.0833333333333333,0.0020964232055424,CoherenceRegime.SUBCOHERENT,42.33030056808538,1.14026,WallProximity.CAUTION,True,0.0,0.0024374381697527,0.8108391997578444,0.1626651352211253,True,,Medium-High (RON ~70-90),Excellent (>1 year)
314,2-Methyl-1-C10ene,Branched alkenes,Alkenes,Gasoline,10,140.26,844370560040.8063,13,2659017,3,0.875,0.975,1.0,0.0999999999999999,0.0020964232055424,CoherenceRegime.SUBCOHERENT,42.33030056808538,1.14026,WallProximity.CAUTION,True,0.0,0.0024374381697527,0.8108391997578444,0.1626651352211253,True,,Medium-High (RON ~70-90),Excellent (>1 year)
341,2-C21ene,Linear alkenes,Alkenes,Gasoline,21,294.546,582671042806.7759,22,5534554,2,0.9166666666666666,1.0,1.0,0.0833333333333333,0.0001644820972053,CoherenceRegime.SUBCOHERENT,186.6766255052565,2.394546,WallProximity.SAFE,True,0.0,0.0002018374608602,0.4750197916919438,0.2271089941679091,True,,Medium-High (RON ~70-90),Excellent (>1 year)
360,C2-Benzene,Aromatics,Aromatics,Gasoline,8,106.16,970553645244.2546,10,2134665,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,25.4612326558467,0.90616,WallProximity.WARNING,True,0.5061564204105282,0.0,0.7757067006443555,0.140587942534566,True,,High (RON ~90-120),Excellent (>1 year)
362,C4-Benzene,Aromatics,Aromatics,Gasoline,10,134.212,863185876759.3774,12,2659017,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,40.29018058883676,1.134212,WallProximity.CAUTION,True,0.0,0.0,0.8382937103202426,0.1605199213989508,True,,High (RON ~90-120),Excellent (>1 year)
363,C5-Benzene,Aromatics,Aromatics,Gasoline,11,148.238,821334804232.1232,13,2921161,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,48.97456357237437,1.2482380000000002,WallProximity.CAUTION,True,0.0,0.0,0.8524106468242886,0.1689970574550305,True,,High (RON ~90-120),Excellent (>1 year)
364,C6-Benzene,Aromatics,Aromatics,Gasoline,12,162.264,785034803719.447,14,3179209,2,0.9166666666666666,1.0,1.0,0.0833333333333333,0.0,CoherenceRegime.SUBCOHERENT,58.50555256727368,1.362264,WallProximity.SAFE,True,0.0,0.0,0.8550239388005095,0.1767197085482051,True,,High (RON ~90-120),Excellent (>1 year)
365,C7-Benzene,Aromatics,Aromatics,Gasoline,13,176.29,753158117252.3292,15,3441361,2,0.9166666666666666,1.0,1.0,0.0833333333333333,0.0,CoherenceRegime.SUBCOHERENT,68.88314757353469,1.47629,WallProximity.SAFE,True,0.0,0.0,0.8465212890838342,0.183811298372123,True,,High (RON ~90-120),Excellent (>1 year)
366,C8-Benzene,Aromatics,Aromatics,Gasoline,14,190.316,724873710818.0087,16,3703569,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,80.1073485911574,1.590316,WallProximity.SAFE,True,0.0,0.0,0.8276126144218086,0.1903672357609857,True,,High (RON ~90-120),Excellent (>1 year)
368,o-Xylene,Aromatics,Aromatics,Gasoline,8,106.16,970553645244.2546,10,2134665,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,25.4612326558467,0.90616,WallProximity.WARNING,True,0.5061564204105282,0.0,0.7757067006443555,0.140587942534566,True,,High (RON ~90-120),Excellent (>1 year)
407,Aromatic-C8-407,Aromatics,Aromatics,Gasoline,8,106.16,970553645244.2546,8,2134665,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,25.4612326558467,0.90616,WallProximity.WARNING,True,0.5061564204105282,0.0,0.7757067006443555,0.140587942534566,True,,High (RON ~90-120),Excellent (>1 year)
409,Aromatic-C10-409,Aromatics,Aromatics,Gasoline,10,134.212,863185876759.3774,8,2658953,2,0.9166666666666666,1.0,1.0,0.0833333333333333,0.0,CoherenceRegime.SUBCOHERENT,40.29018058883676,1.134212,WallProximity.CAUTION,True,0.0,0.0,0.8382937103202426,0.1605199213989508,True,,High (RON ~90-120),Excellent (>1 year)
410,Aromatic-C11-410,Aromatics,Aromatics,Gasoline,11,148.238,821334804232.1232,8,2921097,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,48.97456357237437,1.2482380000000002,WallProximity.CAUTION,True,0.0,0.0,0.8524106468242886,0.1689970574550305,True,,High (RON ~90-120),Excellent (>1 year)
411,Aromatic-C12-411,Aromatics,Aromatics,Gasoline,12,162.264,785034803719.447,8,3179145,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,58.50555256727368,1.362264,WallProximity.SAFE,True,0.0,0.0,0.8550239388005095,0.1767197085482051,True,,High (RON ~90-120),Excellent (>1 year)
422,Aromatic-C8-422,Aromatics,Aromatics,Gasoline,8,106.16,970553645244.2546,8,2134665,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,25.4612326558467,0.90616,WallProximity.WARNING,True,0.5061564204105282,0.0,0.7757067006443555,0.140587942534566,True,,High (RON ~90-120),Excellent (>1 year)
424,Aromatic-C10-424,Aromatics,Aromatics,Gasoline,10,134.212,863185876759.3774,8,2658953,2,0.9166666666666666,1.0,1.0,0.0833333333333333,0.0,CoherenceRegime.SUBCOHERENT,40.29018058883676,1.134212,WallProximity.CAUTION,True,0.0,0.0,0.8382937103202426,0.1605199213989508,True,,High (RON ~90-120),Excellent (>1 year)
425,Aromatic-C11-425,Aromatics,Aromatics,Gasoline,11,148.238,821334804232.1232,8,2921097,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,48.97456357237437,1.2482380000000002,WallProximity.CAUTION,True,0.0,0.0,0.8524106468242886,0.1689970574550305,True,,High (RON ~90-120),Excellent (>1 year)
426,Aromatic-C12-426,Aromatics,Aromatics,Gasoline,12,162.264,785034803719.447,8,3179145,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,58.50555256727368,1.362264,WallProximity.SAFE,True,0.0,0.0,0.8550239388005095,0.1767197085482051,True,,High (RON ~90-120),Excellent (>1 year)
437,Aromatic-C8-437,Aromatics,Aromatics,Gasoline,8,106.16,970553645244.2546,8,2134665,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,25.4612326558467,0.90616,WallProximity.WARNING,True,0.5061564204105282,0.0,0.7757067006443555,0.140587942534566,True,,High (RON ~90-120),Excellent (>1 year)
439,Aromatic-C10-439,Aromatics,Aromatics,Gasoline,10,134.212,863185876759.3774,8,2658953,2,0.9166666666666666,1.0,1.0,0.0833333333333333,0.0,CoherenceRegime.SUBCOHERENT,40.29018058883676,1.134212,WallProximity.CAUTION,True,0.0,0.0,0.8382937103202426,0.1605199213989508,True,,High (RON ~90-120),Excellent (>1 year)
440,Aromatic-C11-440,Aromatics,Aromatics,Gasoline,11,148.238,821334804232.1232,8,2921097,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,48.97456357237437,1.2482380000000002,WallProximity.CAUTION,True,0.0,0.0,0.8524106468242886,0.1689970574550305,True,,High (RON ~90-120),Excellent (>1 year)
441,Aromatic-C12-441,Aromatics,Aromatics,Gasoline,12,162.264,785034803719.447,8,3179145,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,58.50555256727368,1.362264,WallProximity.SAFE,True,0.0,0.0,0.8550239388005095,0.1767197085482051,True,,High (RON ~90-120),Excellent (>1 year)
452,Aromatic-C8-452,Aromatics,Aromatics,Gasoline,8,106.16,970553645244.2546,8,2134665,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,25.4612326558467,0.90616,WallProximity.WARNING,True,0.5061564204105282,0.0,0.7757067006443555,0.140587942534566,True,,High (RON ~90-120),Excellent (>1 year)
454,Aromatic-C10-454,Aromatics,Aromatics,Gasoline,10,134.212,863185876759.3774,8,2658953,2,0.9166666666666666,1.0,1.0,0.0833333333333333,0.0,CoherenceRegime.SUBCOHERENT,40.29018058883676,1.134212,WallProximity.CAUTION,True,0.0,0.0,0.8382937103202426,0.1605199213989508,True,,High (RON ~90-120),Excellent (>1 year)
455,Aromatic-C11-455,Aromatics,Aromatics,Gasoline,11,148.238,821334804232.1232,8,2921097,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,48.97456357237437,1.2482380000000002,WallProximity.CAUTION,True,0.0,0.0,0.8524106468242886,0.1689970574550305,True,,High (RON ~90-120),Excellent (>1 year)
456,Aromatic-C12-456,Aromatics,Aromatics,Gasoline,12,162.264,785034803719.447,8,3179145,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,58.50555256727368,1.362264,WallProximity.SAFE,True,0.0,0.0,0.8550239388005095,0.1767197085482051,True,,High (RON ~90-120),Excellent (>1 year)
