n_samples,mean_hamming_weight,std_hamming_weight,even_parity_count,even_parity_pct,mean_norm,std_norm,min_norm,max_norm
10000,11.501,2.386084449469465,4928,49.28,203189.744,38788.18881057562,81286.0,390150.0
