hamming_weight
11
13
11
11
18
18
18
14
14
12
14
12
14
12
12
14
16
9
12
12
14
12
12
12
12
14
14
14
12
12
12
11
13
15
9
11
7
9
9
11
13
11
11
11
11
11
13
9
11
11
9
13
9
11
9
9
9
13
5
7
13
9
11
15
13
9
11
9
11
11
11
11
9
13
11
9
9
11
7
11
13
7
9
11
7
9
7
13
7
7
12
9
11
11
11
9
13
9
9
11
5
7
9
7
11
7
7
9
9
9
7
7
13
11
9
13
13
11
13
13
9
13
9
9
11
5
9
9
5
9
9
7
11
7
7
11
18
16
14
16
14
16
12
12
14
14
12
11
13
11
13
15
11
9
7
11
9
13
11
11
13
15
15
11
9
9
13
11
11
11
15
9
9
18
16
14
14
16
12
14
12
14
16
12
16
11
11
12
16
14
12
14
14
14
12
12
12
14
14
14
7
13
11
9
11
11
9
9
5
9
9
9
9
11
13
9
5
12
12
9
11
11
5
11
11
9
9
7
13
7
9
7
7
12
16
12
12
12
14
12
12
12
12
14
11
11
11
18
18
18
14
14
12
14
12
14
12
12
14
16
9
12
12
14
12
12
12
12
14
14
14
12
12
12
11
9
13
11
7
9
9
11
13
11
11
11
11
11
13
9
11
11
13
9
9
11
9
9
9
5
7
15
9
11
9
11
9
11
11
13
11
11
9
11
9
9
11
7
11
13
7
9
11
7
9
7
13
7
7
13
12
12
9
11
11
11
15
9
13
9
9
11
5
7
9
13
7
11
7
7
9
9
9
7
7
11
9
13
11
9
13
9
9
11
5
9
9
5
9
9
7
11
7
7
11
18
18
14
16
14
16
14
16
12
12
14
14
12
11
13
13
11
13
15
15
11
9
13
7
11
9
11
11
11
9
9
13
11
13
11
11
9
9
16
18
14
14
16
12
14
12
14
16
12
16
11
11
12
16
14
12
14
14
14
12
12
12
14
14
14
7
11
9
11
11
9
9
15
5
9
9
9
9
11
13
9
5
12
12
12
9
11
11
5
11
11
9
9
7
13
7
9
7
7
12
16
12
12
12
14
12
12
12
12
14
12
12
11
11
11
18
18
14
14
12
14
12
14
12
12
14
16
9
12
12
14
12
12
12
12
14
14
14
12
12
12
11
9
11
7
9
9
11
11
11
11
11
11
13
9
11
11
13
13
9
13
9
11
9
9
9
13
5
7
9
11
13
9
11
9
11
11
13
11
11
9
11
9
9
11
7
11
7
9
11
7
9
7
13
7
7
12
15
9
11
11
11
9
9
9
11
5
7
9
7
11
7
7
9
9
9
7
7
11
9
13
13
11
13
13
9
13
9
9
11
5
9
9
5
9
9
7
11
7
7
11
18
18
14
14
16
14
16
12
12
14
14
12
11
13
11
13
13
11
13
9
13
7
11
9
11
11
13
11
9
9
13
11
13
11
11
15
9
9
18
16
14
18
14
16
12
14
12
14
16
12
16
11
11
12
16
14
12
14
14
14
12
12
12
14
14
14
7
11
9
11
11
9
9
5
9
9
9
9
11
13
9
5
12
12
12
9
11
11
5
11
11
9
9
7
13
7
9
7
7
12
16
12
12
12
14
12
12
12
12
14
12
11
11
11
18
18
18
14
14
12
14
12
14
12
12
14
16
9
12
12
14
12
12
12
12
14
14
14
12
12
12
11
13
9
13
15
13
11
7
9
9
13
11
11
11
11
11
11
13
9
11
11
13
13
9
13
9
11
9
9
9
5
7
13
15
9
11
13
15
13
9
11
9
11
11
13
11
11
9
11
9
9
11
7
11
7
9
11
7
9
7
13
7
7
13
9
11
11
11
15
9
9
9
11
5
7
9
13
7
11
7
7
9
9
9
7
7
11
9
13
13
11
13
9
9
9
11
5
9
9
5
9
9
7
11
7
7
11
18
14
14
16
14
16
12
12
14
14
12
11
13
11
13
15
11
13
9
7
11
9
13
11
11
13
11
9
9
13
11
11
11
15
9
9
18
16
14
18
16
12
14
12
14
16
12
16
11
11
12
16
14
12
14
14
14
12
12
12
14
14
14
7
11
9
11
11
9
9
5
9
9
9
9
11
9
5
12
12
12
12
12
9
11
11
5
11
11
9
9
7
7
9
7
7
12
16
12
12
12
14
12
12
12
12
14
11
13
11
11
13
18
18
14
12
14
12
14
12
12
14
16
9
12
12
14
12
12
12
12
14
14
14
12
12
12
11
9
13
11
7
9
13
9
11
11
11
11
11
11
13
9
11
11
9
13
9
11
9
9
9
5
7
13
13
9
11
13
15
13
15
9
11
9
11
11
11
11
9
11
9
9
11
7
11
7
9
11
7
9
7
13
7
7
13
12
9
11
11
11
15
9
13
13
9
9
11
5
7
9
7
11
7
7
9
9
9
7
7
13
11
9
11
13
9
13
9
9
13
11
5
9
9
5
9
9
7
11
7
7
11
18
14
18
16
14
16
14
16
12
12
14
14
12
11
13
11
11
9
7
11
9
13
11
11
13
15
11
9
9
13
11
13
11
11
15
9
9
18
18
14
18
14
16
12
14
12
14
16
12
16
11
11
13
12
16
14
12
14
14
14
12
12
12
14
14
14
7
11
9
11
11
15
9
9
5
9
9
9
9
11
13
9
5
12
12
12
9
11
11
5
11
11
9
9
7
13
7
9
7
7
12
16
12
12
12
14
12
12
12
12
14
12
11
13
13
11
11
18
18
18
18
14
12
14
12
14
12
12
14
16
9
12
12
14
12
12
12
12
14
14
14
12
12
12
11
9
13
11
7
9
9
11
11
11
11
11
11
9
11
11
13
13
9
