chembl_id,name,therapeutic_area,ubp_energy,ubp_nrci,ubp_crv,ubp_resonance,drug_likeness_score,molecular_weight,logp,complexity,heavy_atoms,aromatic_rings,ubp_therapeutic_potential,ubp_complexity_index,smiles,inchi_key
CHEMBL1091359,Unknown,CNS/Neurology,318881413.30288506,0.9999964252890274,28.374965270411636,0.2317911807959997,0.8,573.6980000000004,4.384600000000004,1330.3949847900983,42,3,0.18543294463679977,2.8374965270411634,CN(C)CCOc1ccc(NC(=O)Nc2ccc(-c3nc(C4CCOCC4)nc(N4C5CCC4COC5)n3)cc2)cc1,SZQLHKIRUFFCBS-UHFFFAOYSA-N
CHEMBL1092041,Unknown,CNS/Neurology,323721214.3822349,0.999996405955876,28.46647552059597,0.2953543499999999,0.8,573.7020000000002,3.448500000000002,1341.1356244830947,42,3,0.2362834799999999,2.846647552059597,C[C@@H]1COCCN1c1nc(-c2ccc(NC(=O)Nc3ccc(N4CCN(C)CC4)nc3)cc2)nc(C2CCOCC2)n1,DZZPVIOERIZDNA-OAQYLSRUSA-N
CHEMBL1161178,Unknown,Pain/Inflammation,218671095.45261282,0.999997909691044,17.047266804726494,0.59504000472,1.0,318.384,2.2741,894.2728021606952,24,3,0.59504000472,1.7047266804726493,C(=NNC1=NCCCN1)c1ccc2nc(-c3ccccc3)cn2c1,HXHFKPJUWGMHPG-UHFFFAOYSA-N
CHEMBL1075896,Unknown,Pain/Inflammation,170904098.6138471,0.9999975218996943,14.887615305853085,0.48543846119999995,1.0,222.251,2.274,678.8331634463493,17,3,0.48543846119999995,1.4887615305853086,Nc1nccc(-c2cnc3ccccc3c2)n1,LIRFQZJUPJPPCX-UHFFFAOYSA-N
CHEMBL1098309,Unknown,CNS/Neurology,283830015.0984292,0.9999977941156681,25.70169491601669,0.4547909363199996,1.0,417.51300000000015,3.400800000000002,1269.9357399512332,31,4,0.4547909363199996,2.570169491601669,CCN(CC)CC(=O)Nc1ccc2ncn(CCc3c[nH]c4ccccc34)c(=O)c2c1,PTYLWPUYSLRQAR-UHFFFAOYSA-N
CHEMBL1099322,Unknown,CNS/Neurology,275770588.4243561,0.9999967296406684,25.227259703599078,0.15340184999999998,0.8,495.3590000000005,6.051000000000003,1161.310739799383,33,3,0.12272148,2.522725970359908,COc1ccc2c(Nc3c(Cl)cncc3Cl)cc(=O)oc2c1OCCCCCCCC(=O)O,BPKJJWYSOQRMSH-UHFFFAOYSA-N
CHEMBL1096298,Unknown,Anti-infective,122766046.46277194,0.9999952504822958,13.322374000340119,0.12609749999999997,1.0,214.217,-0.7363,316.93460875480366,15,0,0.12609749999999997,1.3322374000340118,C[C@]12O[C@@H]3OC(=O)[C@H]1[C@H](C[C@@H]2O)[C@H]3CO,ATFJUGCMEQBNLH-DMJNSNJUSA-N
CHEMBL1096330,Unknown,CNS/Neurology,370307042.3596723,0.9999963900000001,33.031550328790104,0.15790949999999981,0.8,646.123,4.715000000000003,1770.724923377866,46,4,0.12632759999999985,3.3031550328790105,COc1cc(Cc2cnc(/N=C3\C(=O)N(CN4CCN(c5ccc(F)cc5)CC4)c4ccc(Cl)cc43)nc2N)cc(OC)c1OC,FLYPQZBUDJSMFZ-ZDNCSJAVSA-N
CHEMBL612215,Unknown,Other,234979193.7147931,0.9999977437425628,19.486485190120412,0.26905619999999997,1.0,415.4500000000001,0.5925999999999998,997.9207984800636,30,3,0.26905619999999997,1.9486485190120413,CC[C@H](COc1nc(N)c2ncn(C3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1)c1ccccc1,USLJMXLGCOTUAZ-OTWPHILTSA-N
CHEMBL1161839,Unknown,Pain/Inflammation,189806024.25453395,0.9999961966551505,15.815878375212574,0.28117967399999994,0.8,352.48599999999993,3.642940000000001,642.5861946888177,26,2,0.22494373919999996,1.5815878375212573,N=C(N)Nc1ccc(CCCCCCc2ccc(NC(=N)N)cc2)cc1,CQYKPKIXCMJVAT-UHFFFAOYSA-N
CHEMBL1093690,Unknown,Anti-infective,193388372.39952964,0.999996358800137,16.059267130969374,0.17780093333333333,1.0,394.24700000000007,0.1276000000000005,632.6667427818645,22,1,0.17780093333333333,1.6059267130969375,CC(=O)NCC[C@@H](NS(=O)(=O)c1ccc(Br)cc1)C(=O)NO,XXZNXULRAJJTRV-LLVKDONJSA-N
