TP53,PTEN,RB1,NKX3-1,AR,ERG,MYC,PIK3CA,AKT1,BRCA2,CDKN1B,FOXA1,SPOP,CHD1,APC,ATM,CDK12,KMT2C,KMT2D,MED12,NCOR1,NF1,NOTCH1,ZBTB16
0.0,0.009,0.505,0.114,0.995,0.993,0.0,0.996,0.006,1.0,0.999,0.001,1.0,0.0,1.0,0.002,0.97,0.002,0.051,0.0,0.0,0.002,0.0,0.042
0.0,0.008,0.502,0.105,0.996,0.989,0.0,0.995,0.006,1.0,0.999,0.0,1.0,0.0,1.0,0.003,0.974,0.002,0.053,0.0,0.001,0.004,0.0,0.044
0.0,0.013,0.488,0.117,0.998,0.989,0.001,0.993,0.008,1.0,1.0,0.0,1.0,0.0,1.0,0.002,0.975,0.001,0.054,0.0,0.001,0.002,0.0,0.049
0.0,0.008,0.487,0.131,0.999,0.985,0.001,0.995,0.008,1.0,1.0,0.001,1.0,0.0,1.0,0.0,0.972,0.0,0.06,0.001,0.002,0.002,0.0,0.056
0.0,0.005,0.491,0.148,1.0,0.988,0.003,0.996,0.011,1.0,1.0,0.001,1.0,0.0,1.0,0.0,0.974,0.0,0.065,0.003,0.001,0.002,0.001,0.057
0.0,0.006,0.502,0.136,1.0,0.979,0.003,0.997,0.014,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.975,0.001,0.075,0.002,0.001,0.001,0.0,0.055
0.0,0.006,0.513,0.142,1.0,0.974,0.0,0.999,0.015,1.0,1.0,0.001,0.999,0.0,1.0,0.0,0.98,0.001,0.074,0.002,0.001,0.001,0.002,0.056
0.0,0.006,0.563,0.137,1.0,0.974,0.0,1.0,0.015,1.0,1.0,0.002,0.998,0.0,0.999,0.0,0.967,0.001,0.063,0.002,0.002,0.0,0.001,0.045
0.0,0.005,0.575,0.143,1.0,0.972,0.001,1.0,0.022,1.0,1.0,0.002,1.0,0.0,1.0,0.0,0.969,0.002,0.067,0.003,0.002,0.0,0.0,0.046
0.0,0.004,0.58,0.136,1.0,0.972,0.0,1.0,0.025,1.0,1.0,0.001,1.0,0.0,1.0,0.0,0.972,0.002,0.071,0.003,0.001,0.0,0.0,0.045
0.0,0.007,0.571,0.15,1.0,0.977,0.0,1.0,0.024,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.972,0.003,0.075,0.004,0.0,0.0,0.0,0.047
0.0,0.011,0.593,0.144,1.0,0.976,0.0,1.0,0.024,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.972,0.0,0.074,0.004,0.0,0.0,0.001,0.046
0.0,0.014,0.6,0.146,1.0,0.984,0.0,1.0,0.021,0.999,1.0,0.0,1.0,0.0,1.0,0.0,0.966,0.001,0.069,0.005,0.0,0.0,0.001,0.051
0.0,0.014,0.629,0.131,1.0,0.983,0.0,1.0,0.02,0.999,1.0,0.0,1.0,0.0,1.0,0.0,0.968,0.0,0.069,0.006,0.001,0.0,0.002,0.056
0.0,0.016,0.635,0.116,1.0,0.982,0.0,1.0,0.018,1.0,1.0,0.0,1.0,0.0,1.0,0.001,0.969,0.0,0.079,0.005,0.002,0.0,0.0,0.048
0.0,0.017,0.647,0.108,1.0,0.982,0.002,1.0,0.016,1.0,1.0,0.0,1.0,0.0,1.0,0.001,0.966,0.0,0.085,0.007,0.001,0.0,0.0,0.046
0.0,0.015,0.645,0.12,1.0,0.988,0.002,1.0,0.011,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.962,0.0,0.089,0.008,0.0,0.0,0.0,0.046
0.0,0.017,0.651,0.122,1.0,0.989,0.007,1.0,0.009,1.0,1.0,0.0,1.0,0.0,0.999,0.0,0.963,0.0,0.087,0.007,0.0,0.0,0.0,0.04
0.0,0.014,0.662,0.117,1.0,0.992,0.006,1.0,0.007,1.0,1.0,0.0,1.0,0.0,0.998,0.001,0.965,0.0,0.088,0.006,0.0,0.0,0.0,0.043
0.0,0.01,0.683,0.119,1.0,0.991,0.003,1.0,0.003,1.0,0.999,0.0,1.0,0.001,0.998,0.0,0.966,0.0,0.083,0.003,0.0,0.0,0.001,0.042
0.0,0.011,0.699,0.117,1.0,0.993,0.006,1.0,0.004,1.0,1.0,0.0,1.0,0.001,0.999,0.0,0.97,0.001,0.085,0.007,0.0,0.0,0.001,0.031
0.0,0.012,0.692,0.117,1.0,0.993,0.004,1.0,0.002,1.0,1.0,0.0,0.999,0.004,0.997,0.0,0.97,0.001,0.084,0.008,0.0,0.0,0.001,0.037
0.0,0.012,0.696,0.114,1.0,0.994,0.002,1.0,0.002,1.0,1.0,0.0,1.0,0.002,0.997,0.0,0.974,0.0,0.085,0.009,0.0,0.0,0.0,0.043
0.0,0.013,0.693,0.113,1.0,0.994,0.002,1.0,0.005,1.0,1.0,0.0,1.0,0.002,0.993,0.0,0.974,0.0,0.088,0.012,0.0,0.0,0.0,0.042
0.0,0.011,0.709,0.112,1.0,0.998,0.002,1.0,0.002,1.0,1.0,0.0,1.0,0.004,0.993,0.0,0.974,0.0,0.074,0.013,0.0,0.0,0.0,0.034
0.0,0.007,0.697,0.117,1.0,0.997,0.004,1.0,0.003,1.0,1.0,0.0,1.0,0.002,0.996,0.001,0.978,0.0,0.067,0.014,0.0,0.0,0.0,0.045
0.0,0.015,0.723,0.116,1.0,0.998,0.005,1.0,0.002,1.0,1.0,0.001,1.0,0.001,0.995,0.0,0.981,0.0,0.062,0.011,0.0,0.0,0.0,0.047
0.0,0.016,0.731,0.129,1.0,0.994,0.009,0.999,0.006,1.0,1.0,0.001,1.0,0.002,0.997,0.0,0.981,0.0,0.072,0.013,0.0,0.001,0.0,0.031
0.0,0.014,0.745,0.13,1.0,0.993,0.009,0.998,0.007,1.0,1.0,0.0,1.0,0.002,0.994,0.0,0.973,0.0,0.064,0.011,0.0,0.001,0.0,0.03
0.0,0.019,0.768,0.136,1.0,0.991,0.005,0.998,0.009,1.0,1.0,0.0,1.0,0.001,0.998,0.0,0.974,0.0,0.076,0.011,0.0,0.001,0.0,0.026
0.0,0.026,0.786,0.114,1.0,0.992,0.004,0.997,0.008,1.0,1.0,0.0,0.999,0.001,0.996,0.0,0.97,0.0,0.069,0.009,0.001,0.002,0.0,0.023
0.0,0.024,0.798,0.111,1.0,0.99,0.004,0.997,0.01,1.0,1.0,0.0,0.999,0.004,0.997,0.0,0.972,0.0,0.074,0.009,0.001,0.002,0.0,0.016
0.0,0.028,0.823,0.09,1.0,0.993,0.002,0.997,0.007,0.999,1.0,0.0,0.999,0.007,0.996,0.0,0.973,0.001,0.074,0.009,0.0,0.002,0.0,0.015
0.0,0.028,0.826,0.081,1.0,0.993,0.001,0.996,0.007,0.998,1.0,0.0,0.997,0.007,0.996,0.0,0.969,0.0,0.085,0.015,0.002,0.002,0.0,0.015
0.0,0.034,0.814,0.088,1.0,0.997,0.003,0.997,0.003,0.997,1.0,0.0,0.997,0.01,0.995,0.0,0.969,0.0,0.064,0.014,0.002,0.0,0.0,0.014
0.0,0.029,0.837,0.086,0.999,0.995,0.002,0.996,0.005,0.998,1.0,0.0,0.997,0.006,0.994,0.0,0.962,0.0,0.061,0.009,0.002,0.0,0.0,0.005
0.0,0.034,0.843,0.08,0.997,0.994,0.001,0.997,0.006,0.998,1.0,0.0,0.998,0.01,0.994,0.0,0.968,0.0,0.059,0.013,0.002,0.0,0.0,0.008
0.0,0.028,0.84,0.089,0.997,0.992,0.001,0.997,0.009,0.997,1.0,0.0,0.995,0.007,0.996,0.0,0.965,0.0,0.069,0.012,0.003,0.0,0.0,0.008
0.0,0.023,0.858,0.082,0.998,0.989,0.0,0.996,0.012,0.997,0.999,0.0,0.996,0.006,0.997,0.0,0.964,0.0,0.072,0.007,0.004,0.0,0.001,0.008
0.0,0.026,0.856,0.089,0.999,0.989,0.0,0.995,0.012,1.0,1.0,0.0,0.996,0.004,0.998,0.0,0.959,0.0,0.059,0.006,0.005,0.0,0.002,0.011
0.0,0.031,0.868,0.078,1.0,0.991,0.0,0.993,0.009,1.0,1.0,0.0,0.998,0.003,0.997,0.0,0.972,0.0,0.062,0.005,0.002,0.0,0.002,0.016
0.0,0.026,0.888,0.067,1.0,0.992,0.001,0.997,0.009,1.0,1.0,0.0,0.995,0.0,0.997,0.0,0.968,0.0,0.065,0.002,0.001,0.0,0.003,0.016
0.0,0.025,0.884,0.072,1.0,0.996,0.002,0.996,0.005,1.0,1.0,0.0,0.994,0.0,0.996,0.0,0.968,0.001,0.073,0.002,0.001,0.0,0.002,0.016
0.0,0.033,0.882,0.078,1.0,0.996,0.003,0.997,0.005,0.999,1.0,0.0,0.994,0.0,0.991,0.0,0.968,0.0,0.078,0.002,0.002,0.0,0.003,0.015
0.0,0.04,0.872,0.092,1.0,0.996,0.006,0.996,0.003,1.0,1.0,0.0,0.992,0.0,0.993,0.001,0.963,0.0,0.073,0.003,0.001,0.0,0.001,0.013
0.0,0.045,0.866,0.106,1.0,0.998,0.014,0.997,0.0,1.0,1.0,0.0,0.988,0.0,0.993,0.002,0.966,0.0,0.071,0.001,0.0,0.0,0.002,0.012
0.001,0.057,0.859,0.113,1.0,0.998,0.015,0.998,0.0,1.0,0.999,0.001,0.986,0.0,0.993,0.003,0.962,0.0,0.071,0.0,0.0,0.0,0.002,0.012
0.001,0.063,0.857,0.102,1.0,1.0,0.009,0.996,0.0,1.0,0.999,0.001,0.981,0.0,0.991,0.002,0.964,0.0,0.074,0.0,0.001,0.0,0.004,0.021
0.0,0.055,0.853,0.107,1.0,1.0,0.012,0.996,0.0,1.0,1.0,0.001,0.967,0.0,0.99,0.002,0.961,0.0,0.076,0.0,0.001,0.0,0.008,0.022
0.0,0.059,0.847,0.106,1.0,1.0,0.016,0.999,0.0,1.0,0.999,0.0,0.969,0.001,0.996,0.003,0.956,0.001,0.081,0.0,0.001,0.0,0.003,0.03
0.0,0.064,0.842,0.122,1.0,1.0,0.02,0.998,0.002,0.999,0.997,0.0,0.965,0.002,0.993,0.003,0.96,0.002,0.047,0.0,0.002,0.0,0.004,0.018
0.0,0.077,0.839,0.123,1.0,1.0,0.016,0.999,0.001,0.999,0.996,0.0,0.964,0.004,0.991,0.004,0.963,0.004,0.051,0.0,0.0,0.0,0.005,0.019
0.0,0.073,0.832,0.134,1.0,1.0,0.015,1.0,0.001,0.998,0.993,0.0,0.953,0.006,0.993,0.008,0.951,0.005,0.068,0.0,0.0,0.0,0.006,0.017
0.0,0.083,0.828,0.133,1.0,1.0,0.011,1.0,0.0,0.999,0.994,0.0,0.943,0.009,0.993,0.007,0.953,0.007,0.056,0.0,0.0,0.0,0.007,0.019
0.0,0.095,0.836,0.131,1.0,1.0,0.01,1.0,0.0,0.999,0.994,0.0,0.938,0.011,0.995,0.008,0.948,0.014,0.058,0.0,0.0,0.0,0.014,0.018
0.0,0.12,0.846,0.124,1.0,1.0,0.008,1.0,0.0,0.998,0.993,0.0,0.94,0.009,0.998,0.011,0.948,0.013,0.057,0.0,0.0,0.0,0.013,0.017
0.0,0.145,0.862,0.117,1.0,1.0,0.012,1.0,0.0,0.997,0.995,0.0,0.939,0.005,0.999,0.01,0.963,0.014,0.055,0.0,0.0,0.001,0.014,0.015
0.0,0.146,0.877,0.105,1.0,1.0,0.011,1.0,0.0,0.998,0.995,0.0,0.945,0.003,0.999,0.016,0.961,0.013,0.059,0.001,0.0,0.001,0.013,0.013
0.0,0.155,0.876,0.102,1.0,0.999,0.009,1.0,0.0,0.999,0.992,0.001,0.934,0.004,1.0,0.017,0.956,0.012,0.052,0.002,0.0,0.001,0.012,0.016
0.001,0.155,0.876,0.101,1.0,0.998,0.007,1.0,0.0,0.999,0.992,0.0,0.932,0.005,1.0,0.011,0.965,0.016,0.054,0.0,0.001,0.001,0.015,0.02
0.003,0.172,0.875,0.105,1.0,0.999,0.007,1.0,0.0,1.0,0.996,0.0,0.926,0.007,1.0,0.016,0.966,0.023,0.054,0.0,0.001,0.003,0.02,0.015
0.001,0.173,0.878,0.104,1.0,1.0,0.004,1.0,0.0,1.0,0.994,0.0,0.917,0.005,1.0,0.019,0.955,0.017,0.041,0.0,0.002,0.002,0.018,0.016
