additive,dosage,dosage_percent,compressive_strength_MPa,tensile_strength_MPa,durability_index,self_healing_potential,sustainability_score,ubp_energy,nrci_coherence,resonance_strength,structural_opt
Geopolymer_Precursor,0.0,0.0,0.00033170043275346765,3.317004327534677e-05,0.6691036137364486,4.223254869039104e-07,0.99999992887425,7.1125755072669506e-06,0.9327153923766934,4.527913770434989e-07,0.40549183509620357
Geopolymer_Precursor,0.002631578947368421,0.2631578947368421,0.0003375518696401343,3.3755186964013435e-05,0.6727934242864895,4.2233307793431343e-07,0.9999999276275781,7.237242713127837e-06,0.932818983748713,4.52749231407241e-07,0.4127678648242661
Geopolymer_Precursor,0.005263157894736842,0.5263157894736842,0.0003374557320635741,3.374557320635741e-05,0.672847930358319,4.2234062623489865e-07,0.999999927656224,7.2343781237130045e-06,0.9329225713470913,4.527070511597344e-07,0.4127732893695467
Geopolymer_Precursor,0.007894736842105263,0.7894736842105263,0.0003373589116833787,3.373589116833787e-05,0.6729020621435664,4.2234813222423945e-07,0.9999999276850097,7.2314995552703995e-06,0.9330261562071387,4.5266483625832567e-07,0.4127779680799942
Geopolymer_Precursor,0.010526315789473684,1.0526315789473684,0.0003372614102094033,3.372614102094033e-05,0.672955820421288,4.2235559632183386e-07,0.9999999277139348,7.228607041037403e-06,0.9331297393667749,4.526225866602921e-07,0.4127819014758011
Geopolymer_Precursor,0.013157894736842105,1.3157894736842104,0.00033716322936144956,3.3716322936144955e-05,0.6730092059773609,4.2236301894812217e-07,0.9999999277429991,7.22570061444193e-06,0.9332333218665746,4.5258030232283954e-07,0.41278509008814723
Geopolymer_Precursor,0.015789473684210527,1.5789473684210527,0.0003370643708692562,3.370643708692562e-05,0.6730622196044984,4.223704005245059e-07,0.9999999277722021,7.222780309102009e-06,0.9333369047498069,4.5253798320310473e-07,0.4127875344591899
Geopolymer_Precursor,0.018421052631578946,1.8421052631578945,0.00033696483647248956,3.3696483647248956e-05,0.6731148621022677,4.223777414733654e-07,0.9999999278015436,7.2198461588253225e-06,0.933440489062482,4.524956292581525e-07,0.41278923514205335
Geopolymer_Precursor,0.021052631578947368,2.1052631578947367,0.0003368646279207378,3.368646279207378e-05,0.673167134277108,4.2238504221808195e-07,0.9999999278310233,7.216898197608799e-06,0.9335440758533976,4.5245324044497786e-07,0.4127901927008182
Geopolymer_Precursor,0.02368421052631579,2.368421052631579,0.00033676374697349604,3.3676374697349605e-05,0.6732190369423442,4.223923031830526e-07,0.9999999278606405,7.213936459638104e-06,0.9336476661741769,4.524108167205048e-07,0.41279040771051145
Geopolymer_Precursor,0.02631578947368421,2.631578947368421,0.0003366621954001613,3.366621954001614e-05,0.6732705709182076,4.223995247937129e-07,0.9999999278903954,7.2109609792872315e-06,0.9337512610793208,4.523683580415863e-07,0.41278988075709433
Geopolymer_Precursor,0.02894736842105263,2.8947368421052633,0.0003365599749800222,3.3655997498002216e-05,0.67332173703185,4.224067074765538e-07,0.9999999279202872,7.207971791118053e-06,0.9338548616262473,4.523258643650043e-07,0.41278861243745274
Geopolymer_Precursor,0.031578947368421054,3.1578947368421053,0.00033645708750224945,3.3645708750224946e-05,0.6733725361173636,4.2241385165914243e-07,0.9999999279503159,7.204968929879844e-06,0.9339584688753417,4.52283335647469e-07,0.41278660335938544
Geopolymer_Precursor,0.034210526315789476,3.421052631578948,0.0003363535347658855,3.3635353476588554e-05,0.6734229690157946,4.2242095777014075e-07,0.9999999279804809,7.20195243050883e-06,0.9340620838899975,4.5224077184562007e-07,0.4127838541415917
Geopolymer_Precursor,0.03684210526315789,3.684210526315789,0.0003362493185798379,3.362493185798379e-05,0.6734730365751642,4.2242802623932576e-07,0.999999928010782,7.198922328127757e-06,0.9341657077366667,4.5219817291602465e-07,0.41278036541366175
Geopolymer_Precursor,0.039473684210526314,3.9473684210526314,0.0003361444407628684,3.361444407628684e-05,0.6735227396504844,4.2243505749760965e-07,0.9999999280412187,7.195878658045407e-06,0.9342693414849055,4.5215553881517875e-07,0.41277613781606326
Geopolymer_Precursor,0.042105263157894736,4.2105263157894735,0.0003360389031435832,3.360389031435832e-05,0.6735720791037743,4.224420519770585e-07,0.9999999280717907,7.19282145575615e-06,0.9343729862074182,4.5211286949950636e-07,0.41277117200013025
Geopolymer_Precursor,0.04473684210526316,4.473684210526316,0.00033593270756042436,3.359327075604244e-05,0.6736210558040792,4.224490101109135e-07,0.9999999281024977,7.189750756939474e-06,0.9344766429801077,4.520701649253594e-07,0.41276546862805064
Geopolymer_Precursor,0.04736842105263158,4.736842105263158,0.00033582585586166305,3.3582585586166307e-05,0.6736696706274891,4.224559323336119e-07,0.9999999281333393,7.186666597459557e-06,0.934580312882124,4.5202742504901783e-07,0.4127590283728542
Geopolymer_Precursor,0.05,5.0,0.00033571834990538536,3.357183499053854e-05,0.6737179244571534,4.2246281908080503e-07,0.999999928164315,7.183569013364747e-06,0.9346839969959072,4.519846498266889e-07,0.4127518519183997
