additive,dosage,dosage_percent,compressive_strength_MPa,tensile_strength_MPa,durability_index,self_healing_potential,sustainability_score,ubp_energy,nrci_coherence,resonance_strength,structural_opt
Titanium_Dioxide,0.0,0.0,0.00033170043275346765,3.317004327534677e-05,0.6691036137364486,4.223254869039104e-07,0.99999992887425,7.1125755072669506e-06,0.9327153923766934,4.527913770434989e-07,0.40549183509620357
Titanium_Dioxide,0.002631578947368421,0.2631578947368421,0.0003373700186174006,3.3737001861740063e-05,0.7080710930768698,5.110257447622351e-07,0.9999999276494639,7.2350541290122146e-06,0.9325984646460715,4.5266180269243716e-07,0.41273661219998115
Titanium_Dioxide,0.005263157894736842,0.5263157894736842,0.00033709028784494543,3.370902878449454e-05,0.7433944897952883,5.996534899822954e-07,0.9999999277004675,7.2299537670618045e-06,0.932482554399338,4.5253220003800714e-07,0.41270747475404096
Titanium_Dioxide,0.007894736842105263,0.7894736842105263,0.00033680813320082696,3.36808133200827e-05,0.7787084903502303,6.882090054358902e-07,0.9999999277520816,7.224792361126696e-06,0.932367648413088,4.524025690709346e-07,0.41267428946458234
Titanium_Dioxide,0.010526315789473684,1.0526315789473684,0.00033652355842847575,3.3652355842847575e-05,0.8140128519578375,7.766925688273476e-07,0.9999999278043042,7.219570086262242e-06,0.9322537336920645,4.5227290978194093e-07,0.41263706519479737
Titanium_Dioxide,0.013157894736842105,1.3157894736842104,0.00033623656820279586,3.362365682027959e-05,0.849307332168549,8.651044528043387e-07,0.9999999278571338,7.214287135966426e-06,0.9321407974642629,4.521432221617431e-07,0.41259581180260646
Titanium_Dioxide,0.015789473684210527,1.5789473684210527,0.00033594716812318336,3.3594716812318334e-05,0.8845916890234167,9.534449250658451e-07,0.9999999279105679,7.208943722074153e-06,0.9320288271761534,4.5201350620105496e-07,0.41255054013943987
Titanium_Dioxide,0.018421052631578946,1.8421052631578945,0.00033565536470649317,3.356553647064932e-05,0.9198656812094231,1.041714248467367e-06,0.9999999279646045,7.203540074649176e-06,0.9319178104880331,4.5188376189058503e-07,0.4125012620488161
Titanium_Dioxide,0.021052631578947368,2.1052631578947367,0.00033536116537994943,3.3536116537994944e-05,0.9551290682137827,1.1299126811234598e-06,0.9999999280192408,7.198076441873675e-06,0.9318077352694916,4.517539892210388e-07,0.412447990364721
Titanium_Dioxide,0.02368421052631579,2.368421052631579,0.00033506457847399537,3.350645784739954e-05,0.9903816104772031,1.2180404765076623e-06,0.9999999280744744,7.192553089935408e-06,0.93169858959499,4.5162418818311694e-07,0.41239073890978545
Titanium_Dioxide,0.02631578947368421,2.631578947368421,0.0003347656132150863,3.347656132150863e-05,1.0256230695460993,1.306097883549919e-06,0.9999999281303021,7.186970302912507e-06,0.9315903617395584,4.5149435876751684e-07,0.41232952249326144
Titanium_Dioxide,0.02894736842105263,2.8947368421052633,0.00033446427971841773,3.3446427971841774e-05,1.0608532082237312,1.3940851467315388e-06,0.9999999281867213,7.181328382655838e-06,0.9314830401745932,4.5136450096493115e-07,0.4122643569087996
Titanium_Dioxide,0.031578947368421054,3.1578947368421053,0.00033416058898059163,3.3416058898059166e-05,1.0960717907202508,1.4820025061777905e-06,0.9999999282437286,7.175627648668971e-06,0.9313766135637656,4.512346147660485e-07,0.412195258932026
Titanium_Dioxide,0.034210526315789476,3.421052631578948,0.0003338545528722153,3.338545528722153e-05,1.1312785828016385,1.5698501977481845e-06,0.9999999283013208,7.169868437985713e-06,0.9312710707590269,4.511047001615542e-07,0.41212224631791894
Titanium_Dioxide,0.03684210526315789,3.684210526315789,0.00033354618413043865,3.335461841304386e-05,1.1664733519375103,1.6576284531245177e-06,0.999999928359494,7.164051105045269e-06,0.9311664007967208,4.509747571421286e-07,0.41204533779798813
Titanium_Dioxide,0.039473684210526314,3.9473684210526314,0.00033323549635141703,3.332354963514171e-05,1.2016558674477698,1.7453374998967409e-06,0.9999999284182448,7.158176021564925e-06,0.9310625928937826,4.508447856984482e-07,0.4119645530772541
Titanium_Dioxide,0.042105263157894736,4.2105263157894735,0.00033292250398270706,3.329225039827071e-05,1.2368259006480866,1.8329775616467127e-06,0.9999999284775694,7.1522435764103184e-06,0.930959636444036,4.5071478582118583e-07,0.4118799128310294
Titanium_Dioxide,0.04473684210526316,4.473684210526316,0.00033260722231559633,3.3260722231559636e-05,1.2719832249941887,1.920548858029906e-06,0.9999999285374634,7.1462541754633465e-06,0.9308575210145834,4.5058475750100977e-07,0.4117914387015045
Titanium_Dioxide,0.04736842105263158,4.736842105263158,0.00033228966747735577,3.3228966747735577e-05,1.30712761622493,2.0080516048551125e-06,0.9999999285979226,7.140208241487578e-06,0.9307562363422811,4.5045470072858425e-07,0.41169915329413337
Titanium_Dioxide,0.05,5.0,0.0003319698564234215,3.319698564234215e-05,1.3422588525041235,2.095486014162216e-06,0.9999999286589429,7.134106213991275e-06,0.9306557723302982,4.5032461549456955e-07,0.4116030801738253
