ubp_id,Z,symbol,fingerprint,nrci_score,symmetry_tax,weight,tilt,core_tension,errors_corrected,snap_distance,macro_nrci,mass_amu,valence_e,ionisation_kJ,bp_K,mp_K,en,phase_STP,crystal,vector
ELEM_Tb_065,65,Tb,8e1c8dbd32b99610d1ed1fceb7228e4ca213057df31a2797002b2d0711bb82d4,0.613042,6.312105164854323,12,43.4556,2,0,0,0.24149432057282788,158.93,2.0,565.8,3503.0,1629.0,1.2,3.0,1.0,"[1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1]"
ELEM_Dy_066,66,Dy,e57f7e3e6d90b8e217c2bef034ddb794efe6f27df9746460cf5c465e0f260252,0.64599,5.480105164854323,8,37.3489,2,0,0,0.24149432057282788,162.5,2.0,573.0,2840.0,1680.0,1.22,3.0,1.0,"[1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
ELEM_Ho_067,67,Ho,89ea7c9ad646e83cfbb57ea7985360005215cd951d071048fb12bf66a26dcfea,0.613042,6.312105164854323,8,29.8755,2,0,0,0.24149432057282788,164.93,2.0,581.0,2993.0,1734.0,1.23,3.0,1.0,"[0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0]"
ELEM_Er_068,68,Er,94ad0297a8755711c5f106231ea029348be33f51aac16c9a5eb793d7ff813904,0.613042,6.312105164854323,8,23.1164,2,0,0,0.24149432057282788,167.26,2.0,589.3,3141.0,1802.0,1.24,3.0,1.0,"[1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
ELEM_Tm_069,69,Tm,eaa3538ce853d14dc1c20294eb7c504b2d24fb3305e48aa39f0fa3427ed9d517,0.608824,6.425105164854323,8,37.3489,2,0,0,0.24149432057282788,168.93,2.0,596.7,2223.0,1818.0,1.25,3.0,1.0,"[0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1]"
ELEM_Yb_070,70,Yb,875f48248e6da84ef03bdcdb1001b7c3b95fb56e2c9667e82e4f2e66dffe9b85,0.617242,6.201105164854323,8,37.3489,0,0,0,0.3232142749901492,173.05,2.0,603.4,1469.0,1097.0,1.1,3.0,2.0,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0]"
ELEM_Lu_071,71,Lu,c512cd78189c40670840f8557e517f4948a1d3e38c94f3d8d85bc8dbec7028df,0.608824,6.425105164854323,12,34.5376,2,0,0,0.24149432057282788,174.97,2.0,523.5,3675.0,1925.0,1.27,3.0,1.0,"[0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1]"
ELEM_Hf_072,72,Hf,aff58be7fee3b00b0224495df72d63f7759317a4e0f7b6bb1de0ea634767800b,0.608824,6.425105164854323,8,58.3736,2,0,0,0.24149432057282788,178.49,2.0,658.5,4876.0,2506.0,1.3,3.0,1.0,"[0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1]"
ELEM_Ta_073,73,Ta,038c48d43e8066779889dfb9ec572ebd67a82e4d4b660eeb8332603352ca0911,0.637914,5.676105164854324,8,23.1164,2,0,0,0.3232142749901492,180.95,2.0,761.0,5731.0,3290.0,1.5,3.0,3.0,"[1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
ELEM_W_074,74,W,f4a2c486760cb30b5d3c6b04ecc551a1d310b8e1a97f66d2242b5ddbe36e28c8,0.64599,5.480105164854323,8,54.4316,2,0,0,0.19275824583266318,183.84,2.0,770.0,5828.0,3695.0,2.36,3.0,3.0,"[0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
ELEM_Re_075,75,Re,57e7b127a431edebf83327b98225aa603841f137f58f0384ed62ee3132831e6a,0.625582,5.985105164854323,12,67.0331,0,0,0,0.24149432057282788,186.21,2.0,760.0,5869.0,3459.0,1.9,3.0,1.0,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1]"
ELEM_Os_076,76,Os,774e2a93d246e725d01ec77d3b0e695b3ae0140a28c3bd364cbfbfc52c87f260,0.617242,6.201105164854323,8,72.5198,2,0,0,0.24149432057282788,190.23,2.0,840.0,5285.0,3306.0,2.2,3.0,1.0,"[1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0]"
ELEM_Ir_077,77,Ir,dadecce690ad64b3b60ceec5e3827be05a153388744dc9ce6965af76bb7fd1f8,0.629719,5.880105164854323,8,58.3736,0,0,0,0.24149432057282788,192.22,2.0,880.0,4701.0,2719.0,2.2,3.0,2.0,"[0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0]"
ELEM_Pt_078,78,Pt,4a6cf0aefff0a186ba37c1c8086b5986aec0abcdb73321c5da88bab6ecae6640,0.621423,6.092105164854323,8,39.1069,0,0,0,0.24149432057282788,195.08,1.0,870.0,4098.0,2041.4,2.28,3.0,2.0,"[1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0]"
ELEM_Au_079,79,Au,97f58558f996269471cc730e6468dcf036530af8ed10f4b22fd6b964a04dc1a9,0.574676,7.401105164854323,12,43.4556,2,0,0,0.24149432057282788,196.97,1.0,890.1,3129.0,1337.33,2.54,3.0,2.0,"[1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1]"
ELEM_Hg_080,80,Hg,429ffdae6cb7153cbdcf9307e15d3141b0eb3dd7922f60280c70b33a5aa81ab6,0.578968,7.272105164854323,8,14.1969,2,0,0,0.3232142749901492,200.59,2.0,1007.1,629.88,234.32,2.0,2.0,7.0,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]"
ELEM_Tl_081,81,Tl,5b3b757e531361110297cedbc02a7b1e7958c18678eca80adcf8677badca0350,0.625582,5.985105164854323,12,34.5376,2,0,0,0.19275824583266318,204.38,3.0,589.4,1746.0,577.0,1.62,3.0,1.0,"[1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1]"
ELEM_Pb_082,82,Pb,4c964a0abc5f394ced06e06ab05df063b3d2e7626eb3994fa299cd3e5a935103,0.591817,6.897105164854323,12,39.6298,2,0,0,0.24149432057282788,207.2,4.0,715.6,2022.0,600.61,1.87,3.0,2.0,"[1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0]"
ELEM_Bi_083,83,Bi,766b64f0ae831742b95b08c14695385ab6ec97da137af9b1c0c4cfb415fe495c,0.600344,6.657105164854324,8,39.1069,2,0,0,0.19275824583266318,208.98,5.0,703.0,1837.0,544.55,2.02,3.0,7.0,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0]"
ELEM_Po_084,84,Po,a258e33114f5451829e39bfb6e87f3bf89a86c3e4af006312129e2ace8ae70f0,0.657847,5.201105164854323,12,39.6298,2,0,0,0.24149432057282788,209.0,6.0,812.1,1235.0,527.0,2.0,3.0,6.0,"[1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1]"
ELEM_At_085,85,At,e0574b22feda507f4f904f0549f12de23d35c8a6721e2b6f751d879e35c29a38,0.665553,5.025105164854323,12,64.3066,2,0,0,0.24149432057282788,210.0,7.0,920.0,610.0,575.0,2.2,3.0,7.0,"[1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1]"
ELEM_Rn_086,86,Rn,b46a76af1fb1cd5a38bd191a0a138bd7d0ebe360cdfff75d035cf084d5e7c555,0.641968,5.5771051648543235,12,43.4556,2,0,0,0.24149432057282788,222.0,8.0,1037.0,211.3,202.0,2.2,1.0,2.0,"[0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0]"
ELEM_Fr_087,87,Fr,a53e339f3e2566b2c6c6ae0df5b38e25055668f39ff9468f68282e2440823c9a,0.661721,5.112105164854324,12,39.6298,0,0,0,0.24149432057282788,223.0,1.0,380.0,950.0,300.0,0.7,3.0,3.0,"[0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1]"
ELEM_Ra_088,88,Ra,5f2b8971460cb96a76aa72ca360e3e15b890be69e00d302034dacc70e93e0ee6,0.653932,5.292105164854323,12,64.3066,2,0,0,0.19275824583266318,226.0,2.0,509.3,2010.0,973.0,0.9,3.0,3.0,"[1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1]"
ELEM_Ac_089,89,Ac,bfb95e98554c378c3611bb2d024d077e1f633e40f836c659556f70ddf240c859,0.64599,5.480105164854323,12,45.5026,2,0,0,0.24149432057282788,227.0,2.0,499.0,3471.0,1323.0,1.1,3.0,2.0,"[0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0]"
ELEM_Th_090,90,Th,5d4a666d91572a66aeeaee7b85beee2b7d1769ed9315685e390974ee26cece40,0.637914,5.676105164854324,8,14.8,2,0,0,0.24149432057282788,232.04,2.0,587.0,5061.0,2115.0,1.3,3.0,2.0,"[1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0]"
ELEM_Pa_091,91,Pa,ecf1b81d825e4061fa833f03a00b645dca460bf16eed9edb7d90999e62064df4,0.637914,5.676105164854324,12,45.5026,2,0,0,0.24149432057282788,231.04,2.0,568.0,4300.0,1841.0,1.5,3.0,5.0,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0]"
ELEM_U_092,92,U,dcb8f48e734e8fb4cce95515980bea2a46fb4463c02cbb7aee33a8701bd2ccb5,0.600344,6.657105164854324,8,61.5162,2,0,0,0.3232142749901492,238.03,2.0,597.6,4404.0,1405.3,1.38,3.0,4.0,"[1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0]"
ELEM_Np_093,93,Np,a561d6c9b52749090e5699b20726b175feb9851263e50de62de2cc99860fecac,0.64599,5.480105164854323,8,39.1069,2,0,0,0.24149432057282788,237.0,2.0,604.5,4273.0,917.0,1.36,3.0,4.0,"[0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0]"
ELEM_Pu_094,94,Pu,8f9086f1abd1611c16a23b2fcc9b6851c8a9e74f32167cb68192caf93fa6abef,0.629719,5.880105164854323,8,14.8,2,0,0,0.24149432057282788,244.0,2.0,584.7,3501.0,912.5,1.28,3.0,6.0,"[1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0]"
ELEM_Am_095,95,Am,6da5d950fa5f0d9ec692ce943d4934d8a11acff1d49ee433cf445f3a6b753e84,0.64599,5.480105164854323,8,37.3489,2,0,0,0.24149432057282788,243.0,2.0,578.0,2880.0,1449.0,1.3,3.0,1.0,"[1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1]"
ELEM_Cm_096,96,Cm,7bee571fa046389a35436dc65ab0e1b84b2d29b74bed41877278929d718c5c7d,0.64599,5.480105164854323,12,64.3066,2,0,0,0.24149432057282788,247.0,2.0,581.0,3383.0,1613.0,1.3,3.0,1.0,"[1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1]"
ELEM_Bk_097,97,Bk,59eb7b9bc77aa89a55a0af0d84427cd504f42bf2375a50355ee3d6542542944d,0.64599,5.480105164854323,8,86.6654,0,0,0,0.19275824583266318,247.0,2.0,601.0,2900.0,1259.0,1.3,3.0,1.0,"[0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1]"
ELEM_Cf_098,98,Cf,46acc480f688cf4470f59e707ecb56bc053a3df83b614866d017e79c674b915e,0.653932,5.292105164854323,8,23.1164,2,0,0,0.24149432057282788,251.0,2.0,608.0,1743.0,1173.0,1.3,3.0,1.0,"[0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
ELEM_Es_099,99,Es,02014ed850457bbba9fb7e9392470c9d66ed71cdf79e0ae4100bbbd37d6dcca2,0.653932,5.292105164854323,8,39.1069,2,0,0,0.24149432057282788,252.0,2.0,619.0,1269.0,1133.0,1.3,3.0,2.0,"[1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0]"
ELEM_Fm_100,100,Fm,bc9812238af38b759e5cd6298ce12970841f419b76eb32dccd4dd4073d3a578c,0.673079,4.857105164854324,12,39.6298,2,0,0,0.24149432057282788,257.0,2.0,627.0,0.0,1800.0,1.3,3.0,7.0,"[0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
ELEM_Md_101,101,Md,5b8113cceb2b826eb1eb29af18ddceb890fcd219ceb390a89219cdacab347b96,0.673079,4.857105164854324,12,112.9669,2,0,0,0.24149432057282788,258.0,2.0,635.0,0.0,1100.0,1.3,3.0,7.0,"[0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1]"
ELEM_No_102,102,No,9c4020511796b810d7ebb674b813c857c6f2a6423c7ab331da8a62292db82493,0.673079,4.857105164854324,12,45.5026,2,0,0,0.24149432057282788,259.0,2.0,642.0,0.0,1100.0,1.3,3.0,7.0,"[1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
ELEM_Lr_103,103,Lr,ace420ae15c3521ed85096e7d3c8d98855735e07c6b32a48a2cfbdd41cf4958e,0.673079,4.857105164854324,8,39.1069,2,0,0,0.24149432057282788,266.0,3.0,470.0,0.0,1900.0,1.3,3.0,7.0,"[0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
ELEM_Rf_104,104,Rf,f36bb6c70c15c008afcc529a2487b61f07d24ab8967071e3624c18a128832e61,0.661721,5.112105164854324,8,54.4316,2,0,0,0.19275824583266318,267.0,2.0,580.0,5800.0,2400.0,0.0,3.0,1.0,"[1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0]"
ELEM_Db_105,105,Db,e745175a79457916fac154d21af56d3c858c3f215bf5ea4dc952488276e6f465,0.665553,5.025105164854323,12,45.5026,2,0,0,0.3232142749901492,268.0,2.0,665.0,0.0,0.0,0.0,3.0,7.0,"[0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1]"
ELEM_Sg_106,106,Sg,33c4ee5434035e73bc4bcffe4f1daab9c1b7bd3c33285519fa276654389e81fd,0.680406,4.697105164854324,8,61.5162,0,0,0,0.24149432057282788,269.0,2.0,757.0,0.0,0.0,0.0,3.0,7.0,"[1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0]"
ELEM_Bh_107,107,Bh,0aec19006e0299c530e42e24a7a28d0d571dc62744071ec37a04a76f9d2eda66,0.665553,5.025105164854323,8,37.3489,2,0,0,0.19275824583266318,270.0,2.0,740.0,0.0,0.0,0.0,3.0,7.0,"[0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1]"
ELEM_Hs_108,108,Hs,23822529fa84ff95e57cb912ec232beccc16eba946aae2fbe7f89c4bdeb89e4f,0.665553,5.025105164854323,8,23.1164,2,0,0,0.24149432057282788,277.0,2.0,730.0,0.0,0.0,0.0,3.0,7.0,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1]"
ELEM_Mt_109,109,Mt,74a9b2bd3a8d17807672dc13db50a10052fd936bdde9214ec9fb3f0040e6b37e,0.669339,4.940105164854323,12,112.9669,0,0,0,0.24149432057282788,278.0,2.0,800.0,0.0,0.0,0.0,3.0,7.0,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]"
ELEM_Ds_110,110,Ds,3bfdab21b8ede181692f510f5343b885f0498e92830ea2f9511188c62e74762a,0.669339,4.940105164854323,8,29.8755,2,0,0,0.24149432057282788,281.0,2.0,820.0,0.0,0.0,0.0,3.0,7.0,"[1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1]"
ELEM_Rg_111,111,Rg,8a095a838d81360e29c916c6f0261fc11711a7ac9a0f80e6e6dec8d41a0383c3,0.665553,5.025105164854323,12,43.4556,2,0,0,0.24149432057282788,282.0,1.0,830.0,0.0,0.0,0.0,3.0,7.0,"[1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0]"
ELEM_Cn_112,112,Cn,9832a501f284c006400fafa8ce5163a519c1b02ccb35ef79cf80ae1fa9f2121f,0.661721,5.112105164854324,8,14.8,2,0,0,0.19275824583266318,285.0,2.0,1155.0,357.0,283.0,0.0,2.0,7.0,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1]"
ELEM_Nh_113,113,Nh,b543712bab962edff5fd0a94e12e7c093d253a71bbd44bf25ed6563abb905778,0.676768,4.776105164854323,8,23.1164,2,0,0,0.19275824583266318,286.0,3.0,707.0,1430.0,700.0,0.0,3.0,7.0,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1]"
ELEM_Fl_114,114,Fl,0dac2fc5a4921c6e4aa7c677705a1773fdae76f15daef58db49307db996c24bc,0.680406,4.697105164854324,8,37.3489,2,0,0,0.24149432057282788,289.0,4.0,832.0,210.0,200.0,0.0,3.0,7.0,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1]"
ELEM_Mc_115,115,Mc,6c33074defdd27f43741816d4f21aaedcc968ba7acbfcfdfc761054328b4229f,0.669339,4.940105164854323,12,64.3066,2,0,0,0.3232142749901492,290.0,5.0,538.0,1400.0,670.0,0.0,3.0,7.0,"[1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1]"
ELEM_Lv_116,116,Lv,c48caa651a87c115de58ab7392fa84e1a71cab64a8917e8e138f9db4c42048ac,0.661721,5.112105164854324,8,54.4316,0,0,0,0.3232142749901492,293.0,6.0,664.0,1085.0,709.0,0.0,3.0,7.0,"[1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0]"
ELEM_Ts_117,117,Ts,a89f893a2dafa7818cc403397474e2ef0ee16c03ba75a5dbf87c76b2a68aa071,0.673079,4.857105164854324,8,37.3489,2,0,0,0.24149432057282788,294.0,7.0,743.0,883.0,723.0,0.0,3.0,7.0,"[0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1]"
ELEM_Og_118,118,Og,b081b254bdc40753ef644a59e5c37571970229104314fac8fbe62a5026ae9135,0.68399,4.620105164854324,12,64.3066,2,0,0,0.24149432057282788,294.0,8.0,839.0,350.0,325.0,0.0,1.0,7.0,"[1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]"
