position,intensity,nrci
-10.0,5.375566681216331e-10,0.9999970000000008
-9.97496871088861,2.0844692947312496e-09,0.9999970000000008
-9.949937421777221,4.463705141842188e-09,0.9999970000000008
-9.924906132665832,7.438734860554211e-09,0.9999970000000008
-9.899874843554443,1.0775310571758837e-08,0.9999970000000008
-9.874843554443054,1.429102486074416e-08,0.9999970000000008
-9.849812265331664,1.788006523463523e-08,0.9999970000000008
-9.824780976220275,2.151316307798644e-08,0.9999970000000008
-9.799749687108886,2.5221292912896673e-08,0.9999970000000008
-9.774718397997496,2.9073733008588557e-08,0.9999970000000008
-9.749687108886107,3.315842057414563e-08,0.9999970000000008
-9.724655819774718,3.7568346187245825e-08,0.9999970000000008
-9.699624530663328,4.2394355399393034e-08,0.9999970000000008
-9.67459324155194,4.7722932247503565e-08,0.9999970000000008
-9.64956195244055,5.363706927693379e-08,0.9999970000000008
-9.624530663329162,6.021860309538138e-08,0.9999970000000008
-9.599499374217773,6.755092841653255e-08,0.9999970000000008
-9.574468085106384,7.572151364723324e-08,0.9999970000000008
-9.549436795994994,8.48240106261572e-08,0.9999970000000008
-9.524405506883605,9.495996541416857e-08,0.9999970000000008
-9.499374217772216,1.0624022976564104e-07,0.9999970000000008
-9.474342928660827,1.1878619048293939e-07,0.9999970000000008
-9.449311639549437,1.3273091582641236e-07,0.9999970000000008
-9.424280350438048,1.482202902535779e-07,0.9999970000000008
-9.399249061326659,1.654141838334891e-07,0.9999970000000008
-9.37421777221527,1.8448768485669936e-07,0.9999970000000008
-9.34918648310388,2.056324131132204e-07,0.9999970000000008
-9.32415519399249,2.2905792519132966e-07,0.9999970000000008
-9.299123904881101,2.54993220089597e-07,0.9999970000000008
-9.274092615769712,2.836883520643729e-07,0.9999970000000008
-9.249061326658323,3.1541615711231433e-07,0.9999970000000008
-9.224030037546934,3.5047409935218437e-07,0.9999970000000008
-9.198998748435544,3.8918624359345265e-07,0.9999970000000008
-9.173967459324155,4.3190536045560426e-07,0.9999970000000008
-9.148936170212766,4.790151704853381e-07,0.9999970000000008
-9.123904881101376,5.309327337888783e-07,0.9999970000000008
-9.098873591989987,5.881109917441209e-07,0.9999970000000008
-9.073842302878598,6.510414673768126e-07,0.9999970000000008
-9.048811013767208,7.202571309724725e-07,0.9999970000000008
-9.02377972465582,7.963354374475179e-07,0.9999970000000008
-8.99874843554443,8.79901541915532e-07,0.9999970000000008
-8.973717146433042,9.716316997539525e-07,0.9999970000000008
-8.948685857321653,1.0722568572989412e-06,0.9999970000000008
-8.923654568210264,1.182566439067821e-06,0.9999970000000008
-8.898623279098874,1.3034123371252853e-06,0.9999970000000008
-8.873591989987485,1.4357131078674813e-06,0.9999970000000008
-8.848560700876096,1.5804583810929871e-06,0.9999970000000008
-8.823529411764707,1.7387134857575116e-06,0.9999970000000008
-8.798498122653317,1.9116242962656813e-06,0.9999970000000008
-8.773466833541928,2.1004223025346447e-06,0.9999970000000008
-8.748435544430539,2.3064299063662315e-06,0.9999970000000008
-8.72340425531915,2.531065945883377e-06,0.9999970000000008
-8.69837296620776,2.7758514489186903e-06,0.9999970000000008
-8.67334167709637,3.0424156152848316e-06,0.9999970000000008
-8.648310387984981,3.332502026804735e-06,0.9999970000000008
-8.623279098873592,3.647975082831305e-06,0.9999970000000008
-8.598247809762203,3.990826657738957e-06,0.9999970000000008
-8.573216520650814,4.363182975520378e-06,0.9999970000000008
-8.548185231539424,4.767311695169957e-06,0.9999970000000008
-8.523153942428035,5.205629198978857e-06,0.9999970000000008
-8.498122653316646,5.680708074204799e-06,0.9999970000000008
-8.473091364205256,6.195284776812876e-06,0.9999970000000008
-8.448060075093867,6.752267464111573e-06,0.9999970000000008
-8.423028785982478,7.354743981133155e-06,0.9999970000000008
-8.397997496871088,8.005989983530685e-06,0.9999970000000008
-8.3729662077597,8.709477177588986e-06,0.9999970000000008
-8.34793491864831,9.468881655676873e-06,0.9999970000000008
-8.32290362953692,1.0288092303108625e-05,0.9999970000000008
-8.297872340425531,1.1171219249938943e-05,0.9999970000000008
-8.272841051314142,1.2122602338694891e-05,0.9999970000000008
-8.247809762202753,1.3146819576458445e-05,0.9999970000000008
-8.222778473091363,1.4248695537063393e-05,0.9999970000000008
-8.197747183979974,1.5433309676470454e-05,0.9999970000000008
-8.172715894868587,1.670600452164654e-05,0.9999970000000008
-8.147684605757197,1.80723936905108e-05,0.9999970000000008
-8.122653316645808,1.953836969773451e-05,0.9999970000000008
-8.097622027534419,2.1110111498411266e-05,0.9999970000000008
-8.07259073842303,2.2794091718861343e-05,0.9999970000000008
-8.04755944931164,2.459708352112226e-05,0.9999970000000008
-8.02252816020025,2.6526167045018758e-05,0.9999970000000008
-7.997496871088861,2.858873536912691e-05,0.9999970000000008
-7.972465581977472,3.079249992946364e-05,0.9999970000000008
-7.947434292866083,3.314549533237111e-05,0.9999970000000008
-7.9224030037546935,3.565608349584637e-05,0.9999970000000008
-7.897371714643304,3.8332957051515097e-05,0.9999970000000008
-7.872340425531915,4.1185141937588384e-05,0.9999970000000008
-7.847309136420526,4.42219991115008e-05,0.9999970000000008
-7.822277847309136,4.745322530952886e-05,0.9999970000000008
-7.797246558197747,5.0888852779563e-05,0.9999970000000008
-7.772215269086358,5.4539247912374854e-05,0.9999970000000008
-7.747183979974968,5.8415108696215523e-05,0.9999970000000008
-7.722152690863579,6.252746091942545e-05,0.9999970000000008
-7.69712140175219,6.688765304595624e-05,0.9999970000000008
-7.6720901126408005,7.150734968933122e-05,0.9999970000000008
-7.647058823529411,7.639852361162123e-05,0.9999970000000008
-7.622027534418022,8.1573446175519e-05,0.9999970000000008
-7.5969962453066335,8.704467617957264e-05,0.9999970000000008
-7.571964956195244,9.28250470091179e-05,0.9999970000000008
-7.546933667083855,9.892765203843815e-05,0.9999970000000008
-7.521902377972466,0.00010536582822321087,0.9999970000000008
-7.496871088861076,0.00011215313782637486,0.9999970000000008
-7.471839799749687,0.00011930334822519145,0.9999970000000008
-7.446808510638298,0.0001268304097524885,0.9999970000000008
-7.421777221526908,0.00013474843153086605,0.9999970000000008
-7.39674593241552,0.00014307165526502392,0.9999970000000008
-7.371714643304131,0.00015181442696433396,0.9999970000000008
-7.346683354192741,0.00016099116657532537,0.9999970000000008
-7.321652065081352,0.0001706163355118743,0.9999970000000008
-7.296620775969963,0.00018070440207957155,0.9999970000000008
-7.2715894868585735,0.00019126980479997838,0.9999970000000008
-7.246558197747184,0.00020232691365024347,0.9999970000000008
-7.221526908635795,0.000213889989243816,0.9999970000000008
-7.196495619524406,0.00022597313998873875,0.9999970000000008
-7.171464330413016,0.0002385902772711808,0.9999970000000008
-7.146433041301627,0.00025175506872345763,0.9999970000000008
-7.121401752190238,0.0002654808896477308,0.9999970000000008
-7.0963704630788484,0.000279780772678826,0.9999970000000008
-7.071339173967459,0.0002946673557821306,0.9999970000000008
-7.04630788485607,0.0003101528286952287,0.9999970000000008
-7.0212765957446805,0.0003262488779347865,0.9999970000000008
-6.996245306633291,0.0003429666305031169,0.9999970000000008
-6.971214017521902,0.00036031659644177093,0.9999970000000008
-6.946182728410513,0.00037830861039234425,0.9999970000000008
-6.921151439299123,0.00039695177233738436,0.9999970000000008
-6.896120150187734,0.0004162543877067396,0.9999970000000008
-6.871088861076346,0.00043622390704684395,0.9999970000000008
-6.846057571964956,0.00045686686546216336,0.9999970000000008
-6.821026282853567,0.00047818882204929495,0.9999970000000008
-6.795994993742178,0.0005001942995548846,0.9999970000000008
-6.7709637046307884,0.0005228867244985411,0.9999970000000008
-6.745932415519399,0.0005462683680111846,0.9999970000000008
-6.72090112640801,0.0005703402876476784,0.9999970000000008
-6.695869837296621,0.0005951022704400797,0.9999970000000008
-6.670838548185232,0.0006205527774643087,0.9999970000000008
-6.645807259073843,0.0006466888901984066,0.9999970000000008
-6.6207759699624535,0.0006735062589547464,0.9999970000000008
-6.595744680851064,0.0007009990536714837,0.9999970000000008
-6.570713391739675,0.0007291599173501652,0.9999970000000008
-6.545682102628286,0.0007579799224266209,0.9999970000000008
-6.520650813516896,0.0007874485303610381,0.9999970000000008
-6.495619524405507,0.000817553554730393,0.9999970000000008
-6.470588235294118,0.0008482811281021375,0.9999970000000008
-6.4455569461827285,0.0008796156729621687,0.9999970000000008
-6.420525657071339,0.0009115398769626507,0.9999970000000008
-6.39549436795995,0.0009440346727461269,0.9999970000000008
-6.370463078848561,0.0009770792225916479,0.9999970000000008
-6.345431789737171,0.0010106509081162058,0.9999970000000008
-6.320400500625782,0.0010447253252507801,0.9999970000000008
-6.295369211514393,0.001079276284694647,0.9999970000000008
-6.270337922403003,0.0011142758180343918,0.9999970000000008
-6.245306633291614,0.0011496941896953256,0.9999970000000008
-6.220275344180225,0.0011854999148727834,0.9999970000000008
-6.1952440550688355,0.0012216597835691084,0.9999970000000008
-6.170212765957447,0.0012581388908392062,0.9999970000000008
-6.145181476846058,0.0012949006733232451,0.9999970000000008
-6.1201501877346685,0.001331906952119781,0.9999970000000008
-6.095118898623279,0.001369117982026081,0.9999970000000008
-6.07008760951189,0.0014064925071451302,0.9999970000000008
-6.045056320400501,0.001443987822830635,0.9999970000000008
-6.020025031289111,0.00148155984391254,0.9999970000000008
