trial,op_name,offbit_i_val,offbit_j_val,initial_dist,final_dist,dist_change
0,XOR,11570699,5939925,0,2,2
0,AND,11570699,5939925,0,0,0
0,OR,11570699,5939925,0,0,0
0,DIFFERENCE,11570699,5939925,0,0,0
0,DIFFERENCE_REVERSED,5939925,11570699,0,0,0
1,XOR,7470067,16549448,3,0,-3
1,AND,7470067,16549448,3,3,0
1,OR,7470067,16549448,3,3,0
1,DIFFERENCE,7470067,16549448,3,0,-3
1,DIFFERENCE_REVERSED,16549448,7470067,3,0,-3
2,XOR,14561764,8298722,3,1,-2
2,AND,14561764,8298722,3,0,-3
2,OR,14561764,8298722,3,3,0
2,DIFFERENCE,14561764,8298722,3,0,-3
2,DIFFERENCE_REVERSED,8298722,14561764,0,0,0
3,XOR,12753818,2404717,0,3,3
3,AND,12753818,2404717,0,3,3
3,OR,12753818,2404717,0,0,0
3,DIFFERENCE,12753818,2404717,0,2,2
3,DIFFERENCE_REVERSED,2404717,12753818,3,2,-1
4,XOR,11196102,959973,3,3,0
4,AND,11196102,959973,3,0,-3
4,OR,11196102,959973,3,3,0
4,DIFFERENCE,11196102,959973,3,0,-3
4,DIFFERENCE_REVERSED,959973,11196102,0,0,0
5,XOR,9851396,11114535,0,3,3
5,AND,9851396,11114535,0,0,0
5,OR,9851396,11114535,0,3,3
5,DIFFERENCE,9851396,11114535,0,3,3
5,DIFFERENCE_REVERSED,11114535,9851396,3,3,0
6,XOR,10205199,8161086,3,3,0
6,AND,10205199,8161086,3,0,-3
6,OR,10205199,8161086,3,3,0
6,DIFFERENCE,10205199,8161086,3,3,0
6,DIFFERENCE_REVERSED,8161086,10205199,0,3,3
7,XOR,3477914,4625435,0,0,0
7,AND,3477914,4625435,0,0,0
7,OR,3477914,4625435,0,0,0
7,DIFFERENCE,3477914,4625435,0,0,0
7,DIFFERENCE_REVERSED,4625435,3477914,0,0,0
8,XOR,1282596,2339344,0,0,0
8,AND,1282596,2339344,0,0,0
8,OR,1282596,2339344,0,0,0
8,DIFFERENCE,1282596,2339344,0,3,3
8,DIFFERENCE_REVERSED,2339344,1282596,0,3,3
9,XOR,4813621,14568509,0,0,0
9,AND,4813621,14568509,0,0,0
9,OR,4813621,14568509,0,2,2
9,DIFFERENCE,4813621,14568509,0,3,3
9,DIFFERENCE_REVERSED,14568509,4813621,2,3,1
10,XOR,8863302,13919151,0,0,0
10,AND,8863302,13919151,0,0,0
10,OR,8863302,13919151,0,0,0
10,DIFFERENCE,8863302,13919151,0,3,3
10,DIFFERENCE_REVERSED,13919151,8863302,0,3,3
11,XOR,5310627,14841958,0,0,0
11,AND,5310627,14841958,0,0,0
11,OR,5310627,14841958,0,0,0
11,DIFFERENCE,5310627,14841958,0,3,3
11,DIFFERENCE_REVERSED,14841958,5310627,0,3,3
12,XOR,9541796,6928967,3,0,-3
12,AND,9541796,6928967,3,3,0
12,OR,9541796,6928967,3,3,0
12,DIFFERENCE,9541796,6928967,3,3,0
12,DIFFERENCE_REVERSED,6928967,9541796,3,3,0
13,XOR,2847885,7626970,0,3,3
13,AND,2847885,7626970,0,0,0
13,OR,2847885,7626970,0,3,3
13,DIFFERENCE,2847885,7626970,0,3,3
13,DIFFERENCE_REVERSED,7626970,2847885,3,3,0
14,XOR,619266,7579574,0,3,3
14,AND,619266,7579574,0,0,0
14,OR,619266,7579574,0,3,3
14,DIFFERENCE,619266,7579574,0,3,3
14,DIFFERENCE_REVERSED,7579574,619266,3,3,0
15,XOR,13119074,2345348,0,3,3
15,AND,13119074,2345348,0,3,3
15,OR,13119074,2345348,0,0,0
15,DIFFERENCE,13119074,2345348,0,0,0
15,DIFFERENCE_REVERSED,2345348,13119074,3,0,-3
16,XOR,79011,15361201,0,0,0
16,AND,79011,15361201,0,0,0
16,OR,79011,15361201,0,0,0
16,DIFFERENCE,79011,15361201,0,0,0
16,DIFFERENCE_REVERSED,15361201,79011,0,0,0
17,XOR,14340818,1803944,3,3,0
17,AND,14340818,1803944,3,0,-3
17,OR,14340818,1803944,3,3,0
17,DIFFERENCE,14340818,1803944,3,3,0
17,DIFFERENCE_REVERSED,1803944,14340818,0,3,3
18,XOR,9538235,4931631,0,0,0
18,AND,9538235,4931631,0,0,0
18,OR,9538235,4931631,0,0,0
18,DIFFERENCE,9538235,4931631,0,3,3
18,DIFFERENCE_REVERSED,4931631,9538235,0,3,3
19,XOR,15188614,9542209,0,3,3
19,AND,15188614,9542209,0,3,3
19,OR,15188614,9542209,0,0,0
19,DIFFERENCE,15188614,9542209,0,3,3
19,DIFFERENCE_REVERSED,9542209,15188614,3,3,0
20,XOR,6659409,11134839,0,0,0
20,AND,6659409,11134839,0,0,0
20,OR,6659409,11134839,0,0,0
20,DIFFERENCE,6659409,11134839,0,0,0
20,DIFFERENCE_REVERSED,11134839,6659409,0,0,0
21,XOR,11314455,2246039,0,0,0
21,AND,11314455,2246039,0,0,0
21,OR,11314455,2246039,0,0,0
21,DIFFERENCE,11314455,2246039,0,0,0
21,DIFFERENCE_REVERSED,2246039,11314455,0,0,0
22,XOR,11678228,6465206,3,3,0
22,AND,11678228,6465206,3,0,-3
22,OR,11678228,6465206,3,3,0
22,DIFFERENCE,11678228,6465206,3,0,-3
22,DIFFERENCE_REVERSED,6465206,11678228,0,0,0
23,XOR,15411773,7658635,0,3,3
23,AND,15411773,7658635,0,3,3
23,OR,15411773,7658635,0,0,0
23,DIFFERENCE,15411773,7658635,0,3,3
23,DIFFERENCE_REVERSED,7658635,15411773,3,3,0
24,XOR,16517508,6521903,0,3,3
24,AND,16517508,6521903,0,3,3
24,OR,16517508,6521903,0,0,0
24,DIFFERENCE,16517508,6521903,0,0,0
24,DIFFERENCE_REVERSED,6521903,16517508,3,0,-3
25,XOR,11832397,6347866,3,0,-3
25,AND,11832397,6347866,3,3,0
25,OR,11832397,6347866,3,3,0
25,DIFFERENCE,11832397,6347866,3,0,-3
25,DIFFERENCE_REVERSED,6347866,11832397,3,0,-3
26,XOR,15542985,16760853,3,0,-3
26,AND,15542985,16760853,3,3,0
26,OR,15542985,16760853,3,3,0
26,DIFFERENCE,15542985,16760853,3,3,0
26,DIFFERENCE_REVERSED,16760853,15542985,3,3,0
27,XOR,5476603,8348129,3,3,0
27,AND,5476603,8348129,3,3,0
27,OR,5476603,8348129,3,0,-3
27,DIFFERENCE,5476603,8348129,3,0,-3
27,DIFFERENCE_REVERSED,8348129,5476603,0,0,0
28,XOR,9843693,7544691,2,3,1
28,AND,9843693,7544691,2,3,1
28,OR,9843693,7544691,2,2,0
28,DIFFERENCE,9843693,7544691,2,0,-2
28,DIFFERENCE_REVERSED,7544691,9843693,3,0,-3
29,XOR,769369,11575447,3,3,0
29,AND,769369,11575447,3,3,0
29,OR,769369,11575447,3,2,-1
29,DIFFERENCE,769369,11575447,3,3,0
29,DIFFERENCE_REVERSED,11575447,769369,2,3,1
30,XOR,14001842,5096232,3,3,0
30,AND,14001842,5096232,3,0,-3
30,OR,14001842,5096232,3,3,0
30,DIFFERENCE,14001842,5096232,3,0,-3
30,DIFFERENCE_REVERSED,5096232,14001842,0,0,0
31,XOR,2849549,939377,3,2,-1
31,AND,2849549,939377,3,3,0
31,OR,2849549,939377,3,3,0
31,DIFFERENCE,2849549,939377,3,3,0
31,DIFFERENCE_REVERSED,939377,2849549,3,3,0
32,XOR,771942,4007419,0,3,3
32,AND,771942,4007419,0,0,0
32,OR,771942,4007419,0,3,3
32,DIFFERENCE,771942,4007419,0,0,0
32,DIFFERENCE_REVERSED,4007419,771942,3,0,-3
33,XOR,5462552,7896640,0,3,3
33,AND,5462552,7896640,0,0,0
33,OR,5462552,7896640,0,3,3
33,DIFFERENCE,5462552,7896640,0,3,3
33,DIFFERENCE_REVERSED,7896640,5462552,3,3,0
34,XOR,9215470,10474143,0,2,2
34,AND,9215470,10474143,0,0,0
34,OR,9215470,10474143,0,0,0
34,DIFFERENCE,9215470,10474143,0,0,0
34,DIFFERENCE_REVERSED,10474143,9215470,0,0,0
35,XOR,5650120,244907,3,3,0
35,AND,5650120,244907,3,0,-3
35,OR,5650120,244907,3,3,0
35,DIFFERENCE,5650120,244907,3,0,-3
35,DIFFERENCE_REVERSED,244907,5650120,0,0,0
36,XOR,12221739,10579471,3,3,0
36,AND,12221739,10579471,3,0,-3
36,OR,12221739,10579471,3,3,0
36,DIFFERENCE,12221739,10579471,3,0,-3
36,DIFFERENCE_REVERSED,10579471,12221739,0,0,0
37,XOR,1167932,4483163,0,0,0
37,AND,1167932,4483163,0,0,0
37,OR,1167932,4483163,0,0,0
37,DIFFERENCE,1167932,4483163,0,0,0
37,DIFFERENCE_REVERSED,4483163,1167932,0,0,0
38,XOR,11733253,1920087,3,3,0
38,AND,11733253,1920087,3,0,-3
38,OR,11733253,1920087,3,3,0
38,DIFFERENCE,11733253,1920087,3,0,-3
38,DIFFERENCE_REVERSED,1920087,11733253,0,0,0
39,XOR,4124894,2725408,3,3,0
39,AND,4124894,2725408,3,0,-3
39,OR,4124894,2725408,3,3,0
39,DIFFERENCE,4124894,2725408,3,3,0
39,DIFFERENCE_REVERSED,2725408,4124894,0,3,3
40,XOR,10362367,4546479,3,0,-3
40,AND,10362367,4546479,3,3,0
40,OR,10362367,4546479,3,3,0
40,DIFFERENCE,10362367,4546479,3,3,0
40,DIFFERENCE_REVERSED,4546479,10362367,3,3,0
41,XOR,9598889,11731530,3,0,-3
41,AND,9598889,11731530,3,3,0
41,OR,9598889,11731530,3,3,0
41,DIFFERENCE,9598889,11731530,3,3,0
41,DIFFERENCE_REVERSED,11731530,9598889,3,3,0
42,XOR,194079,11227892,0,1,1
42,AND,194079,11227892,0,0,0
42,OR,194079,11227892,0,3,3
42,DIFFERENCE,194079,11227892,0,0,0
42,DIFFERENCE_REVERSED,11227892,194079,3,0,-3
43,XOR,8907476,1328190,3,0,-3
43,AND,8907476,1328190,3,3,0
43,OR,8907476,1328190,3,3,0
43,DIFFERENCE,8907476,1328190,3,3,0
43,DIFFERENCE_REVERSED,1328190,8907476,3,3,0
44,XOR,7030181,8100847,0,0,0
44,AND,7030181,8100847,0,0,0
44,OR,7030181,8100847,0,0,0
44,DIFFERENCE,7030181,8100847,0,0,0
44,DIFFERENCE_REVERSED,8100847,7030181,0,0,0
45,XOR,6183004,3116400,0,0,0
45,AND,6183004,3116400,0,0,0
45,OR,6183004,3116400,0,0,0
45,DIFFERENCE,6183004,3116400,0,3,3
45,DIFFERENCE_REVERSED,3116400,6183004,0,3,3
46,XOR,15437365,5934739,2,0,-2
46,AND,15437365,5934739,2,2,0
46,OR,15437365,5934739,2,2,0
46,DIFFERENCE,15437365,5934739,2,3,1
46,DIFFERENCE_REVERSED,5934739,15437365,2,3,1
47,XOR,4727101,1886558,3,3,0
47,AND,4727101,1886558,3,0,-3
47,OR,4727101,1886558,3,3,0
47,DIFFERENCE,4727101,1886558,3,0,-3
47,DIFFERENCE_REVERSED,1886558,4727101,0,0,0
48,XOR,14114285,1483315,3,3,0
48,AND,14114285,1483315,3,0,-3
48,OR,14114285,1483315,3,3,0
48,DIFFERENCE,14114285,1483315,3,3,0
48,DIFFERENCE_REVERSED,1483315,14114285,0,3,3
49,XOR,2390122,11710076,0,0,0
49,AND,2390122,11710076,0,0,0
49,OR,2390122,11710076,0,0,0
49,DIFFERENCE,2390122,11710076,0,0,0
49,DIFFERENCE_REVERSED,11710076,2390122,0,0,0
50,XOR,3873582,8879045,3,3,0
50,AND,3873582,8879045,3,3,0
50,OR,3873582,8879045,3,0,-3
50,DIFFERENCE,3873582,8879045,3,0,-3
50,DIFFERENCE_REVERSED,8879045,3873582,0,0,0
51,XOR,1270789,7556866,0,3,3
51,AND,1270789,7556866,0,0,0
51,OR,1270789,7556866,0,3,3
51,DIFFERENCE,1270789,7556866,0,0,0
51,DIFFERENCE_REVERSED,7556866,1270789,3,0,-3
52,XOR,11286171,3248564,3,3,0
52,AND,11286171,3248564,3,0,-3
52,OR,11286171,3248564,3,3,0
52,DIFFERENCE,11286171,3248564,3,0,-3
52,DIFFERENCE_REVERSED,3248564,11286171,0,0,0
53,XOR,8070159,9562691,0,3,3
53,AND,8070159,9562691,0,0,0
53,OR,8070159,9562691,0,3,3
53,DIFFERENCE,8070159,9562691,0,0,0
53,DIFFERENCE_REVERSED,9562691,8070159,3,0,-3
54,XOR,10149219,9402711,0,3,3
54,AND,10149219,9402711,0,3,3
54,OR,10149219,9402711,0,0,0
54,DIFFERENCE,10149219,9402711,0,0,0
54,DIFFERENCE_REVERSED,9402711,10149219,3,0,-3
55,XOR,7644418,9886010,3,0,-3
55,AND,7644418,9886010,3,3,0
55,OR,7644418,9886010,3,3,0
55,DIFFERENCE,7644418,9886010,3,0,-3
55,DIFFERENCE_REVERSED,9886010,7644418,3,0,-3
56,XOR,1821232,13646541,0,0,0
56,AND,1821232,13646541,0,0,0
56,OR,1821232,13646541,0,0,0
56,DIFFERENCE,1821232,13646541,0,0,0
56,DIFFERENCE_REVERSED,13646541,1821232,0,0,0
57,XOR,11206283,2126345,3,0,-3
57,AND,11206283,2126345,3,3,0
57,OR,11206283,2126345,3,3,0
57,DIFFERENCE,11206283,2126345,3,0,-3
57,DIFFERENCE_REVERSED,2126345,11206283,3,0,-3
58,XOR,11139522,11642985,3,0,-3
58,AND,11139522,11642985,3,3,0
58,OR,11139522,11642985,3,3,0
58,DIFFERENCE,11139522,11642985,3,3,0
58,DIFFERENCE_REVERSED,11642985,11139522,3,3,0
59,XOR,415469,13543798,2,0,-2
59,AND,415469,13543798,2,2,0
59,OR,415469,13543798,2,0,-2
59,DIFFERENCE,415469,13543798,2,3,1
59,DIFFERENCE_REVERSED,13543798,415469,0,3,3
60,XOR,508553,9487538,3,2,-1
60,AND,508553,9487538,3,3,0
60,OR,508553,9487538,3,3,0
60,DIFFERENCE,508553,9487538,3,3,0
60,DIFFERENCE_REVERSED,9487538,508553,3,3,0
61,XOR,3302847,7115754,2,3,1
61,AND,3302847,7115754,2,2,0
61,OR,3302847,7115754,2,3,1
61,DIFFERENCE,3302847,7115754,2,0,-2
61,DIFFERENCE_REVERSED,7115754,3302847,3,0,-3
62,XOR,16234657,7997562,0,3,3
62,AND,16234657,7997562,0,3,3
62,OR,16234657,7997562,0,0,0
62,DIFFERENCE,16234657,7997562,0,3,3
62,DIFFERENCE_REVERSED,7997562,16234657,3,3,0
63,XOR,1743071,7758101,3,0,-3
63,AND,1743071,7758101,3,3,0
63,OR,1743071,7758101,3,3,0
63,DIFFERENCE,1743071,7758101,3,0,-3
63,DIFFERENCE_REVERSED,7758101,1743071,3,0,-3
64,XOR,3266996,13500625,0,3,3
64,AND,3266996,13500625,0,0,0
64,OR,3266996,13500625,0,3,3
64,DIFFERENCE,3266996,13500625,0,0,0
64,DIFFERENCE_REVERSED,13500625,3266996,3,0,-3
65,XOR,10763006,550067,2,3,1
65,AND,10763006,550067,2,3,1
65,OR,10763006,550067,2,2,0
65,DIFFERENCE,10763006,550067,2,0,-2
65,DIFFERENCE_REVERSED,550067,10763006,3,0,-3
66,XOR,7688694,8861422,0,0,0
66,AND,7688694,8861422,0,0,0
66,OR,7688694,8861422,0,0,0
66,DIFFERENCE,7688694,8861422,0,3,3
66,DIFFERENCE_REVERSED,8861422,7688694,0,3,3
67,XOR,3699674,10382245,3,3,0
67,AND,3699674,10382245,3,3,0
67,OR,3699674,10382245,3,0,-3
67,DIFFERENCE,3699674,10382245,3,0,-3
67,DIFFERENCE_REVERSED,10382245,3699674,0,0,0
68,XOR,107664,10609633,2,0,-2
68,AND,107664,10609633,2,2,0
68,OR,107664,10609633,2,0,-2
68,DIFFERENCE,107664,10609633,2,3,1
68,DIFFERENCE_REVERSED,10609633,107664,0,3,3
69,XOR,14868236,7780990,3,3,0
69,AND,14868236,7780990,3,0,-3
69,OR,14868236,7780990,3,3,0
69,DIFFERENCE,14868236,7780990,3,0,-3
69,DIFFERENCE_REVERSED,7780990,14868236,0,0,0
70,XOR,622945,7138268,3,0,-3
70,AND,622945,7138268,3,3,0
70,OR,622945,7138268,3,3,0
70,DIFFERENCE,622945,7138268,3,0,-3
70,DIFFERENCE_REVERSED,7138268,622945,3,0,-3
71,XOR,14793750,9939552,0,3,3
71,AND,14793750,9939552,0,3,3
71,OR,14793750,9939552,0,0,0
71,DIFFERENCE,14793750,9939552,0,0,0
71,DIFFERENCE_REVERSED,9939552,14793750,3,0,-3
72,XOR,16755670,13106358,0,0,0
72,AND,16755670,13106358,0,2,2
72,OR,16755670,13106358,0,0,0
72,DIFFERENCE,16755670,13106358,0,0,0
72,DIFFERENCE_REVERSED,13106358,16755670,2,0,-2
73,XOR,2646882,453061,3,2,-1
73,AND,2646882,453061,3,3,0
73,OR,2646882,453061,3,3,0
73,DIFFERENCE,2646882,453061,3,0,-3
73,DIFFERENCE_REVERSED,453061,2646882,3,0,-3
74,XOR,8478533,1977232,3,3,0
74,AND,8478533,1977232,3,0,-3
74,OR,8478533,1977232,3,3,0
74,DIFFERENCE,8478533,1977232,3,3,0
74,DIFFERENCE_REVERSED,1977232,8478533,0,3,3
75,XOR,3283353,10680086,0,3,3
75,AND,3283353,10680086,0,0,0
75,OR,3283353,10680086,0,3,3
75,DIFFERENCE,3283353,10680086,0,3,3
75,DIFFERENCE_REVERSED,10680086,3283353,3,3,0
76,XOR,8034985,12105649,3,3,0
76,AND,8034985,12105649,3,3,0
76,OR,8034985,12105649,3,0,-3
76,DIFFERENCE,8034985,12105649,3,0,-3
76,DIFFERENCE_REVERSED,12105649,8034985,0,0,0
77,XOR,13747047,13469574,3,3,0
77,AND,13747047,13469574,3,0,-3
77,OR,13747047,13469574,3,3,0
77,DIFFERENCE,13747047,13469574,3,0,-3
77,DIFFERENCE_REVERSED,13469574,13747047,0,0,0
78,XOR,15169916,15520464,0,0,0
78,AND,15169916,15520464,0,0,0
78,OR,15169916,15520464,0,0,0
78,DIFFERENCE,15169916,15520464,0,3,3
78,DIFFERENCE_REVERSED,15520464,15169916,0,3,3
79,XOR,9649276,13149423,3,0,-3
79,AND,9649276,13149423,3,3,0
79,OR,9649276,13149423,3,3,0
79,DIFFERENCE,9649276,13149423,3,0,-3
79,DIFFERENCE_REVERSED,13149423,9649276,3,0,-3
80,XOR,3494812,16293261,0,2,2
80,AND,3494812,16293261,0,0,0
80,OR,3494812,16293261,0,0,0
80,DIFFERENCE,3494812,16293261,0,0,0
80,DIFFERENCE_REVERSED,16293261,3494812,0,0,0
81,XOR,12591152,4474717,3,0,-3
81,AND,12591152,4474717,3,3,0
81,OR,12591152,4474717,3,3,0
81,DIFFERENCE,12591152,4474717,3,3,0
81,DIFFERENCE_REVERSED,4474717,12591152,3,3,0
82,XOR,1932764,10518674,3,3,0
82,AND,1932764,10518674,3,3,0
82,OR,1932764,10518674,3,2,-1
82,DIFFERENCE,1932764,10518674,3,3,0
82,DIFFERENCE_REVERSED,10518674,1932764,2,3,1
83,XOR,15653140,1263039,3,0,-3
83,AND,15653140,1263039,3,3,0
83,OR,15653140,1263039,3,3,0
83,DIFFERENCE,15653140,1263039,3,0,-3
83,DIFFERENCE_REVERSED,1263039,15653140,3,0,-3
84,XOR,8273439,4004078,0,3,3
84,AND,8273439,4004078,0,3,3
84,OR,8273439,4004078,0,0,0
84,DIFFERENCE,8273439,4004078,0,0,0
84,DIFFERENCE_REVERSED,4004078,8273439,3,0,-3
85,XOR,5518062,13969705,0,3,3
85,AND,5518062,13969705,0,0,0
85,OR,5518062,13969705,0,3,3
85,DIFFERENCE,5518062,13969705,0,0,0
85,DIFFERENCE_REVERSED,13969705,5518062,3,0,-3
86,XOR,9234680,8483410,0,3,3
86,AND,9234680,8483410,0,3,3
86,OR,9234680,8483410,0,0,0
86,DIFFERENCE,9234680,8483410,0,0,0
86,DIFFERENCE_REVERSED,8483410,9234680,3,0,-3
87,XOR,269636,2333438,3,3,0
87,AND,269636,2333438,3,3,0
87,OR,269636,2333438,3,0,-3
87,DIFFERENCE,269636,2333438,3,0,-3
87,DIFFERENCE_REVERSED,2333438,269636,0,0,0
88,XOR,4928720,13994113,0,3,3
88,AND,4928720,13994113,0,0,0
88,OR,4928720,13994113,0,3,3
88,DIFFERENCE,4928720,13994113,0,3,3
88,DIFFERENCE_REVERSED,13994113,4928720,3,3,0
89,XOR,8240750,6521425,3,0,-3
89,AND,8240750,6521425,3,3,0
89,OR,8240750,6521425,3,3,0
89,DIFFERENCE,8240750,6521425,3,3,0
89,DIFFERENCE_REVERSED,6521425,8240750,3,3,0
90,XOR,9456582,10246479,0,3,3
90,AND,9456582,10246479,0,0,0
90,OR,9456582,10246479,0,3,3
90,DIFFERENCE,9456582,10246479,0,0,0
90,DIFFERENCE_REVERSED,10246479,9456582,3,0,-3
91,XOR,3592821,5413341,3,2,-1
91,AND,3592821,5413341,3,3,0
91,OR,3592821,5413341,3,3,0
91,DIFFERENCE,3592821,5413341,3,0,-3
91,DIFFERENCE_REVERSED,5413341,3592821,3,0,-3
92,XOR,2321469,11940707,0,3,3
92,AND,2321469,11940707,0,0,0
92,OR,2321469,11940707,0,3,3
92,DIFFERENCE,2321469,11940707,0,3,3
92,DIFFERENCE_REVERSED,11940707,2321469,3,3,0
93,XOR,743592,10501928,3,3,0
93,AND,743592,10501928,3,3,0
93,OR,743592,10501928,3,0,-3
93,DIFFERENCE,743592,10501928,3,3,0
93,DIFFERENCE_REVERSED,10501928,743592,0,3,3
94,XOR,6847141,11902506,0,3,3
94,AND,6847141,11902506,0,0,0
94,OR,6847141,11902506,0,3,3
94,DIFFERENCE,6847141,11902506,0,0,0
94,DIFFERENCE_REVERSED,11902506,6847141,3,0,-3
95,XOR,15723594,4742486,3,0,-3
95,AND,15723594,4742486,3,3,0
95,OR,15723594,4742486,3,3,0
95,DIFFERENCE,15723594,4742486,3,0,-3
95,DIFFERENCE_REVERSED,4742486,15723594,3,0,-3
96,XOR,14071578,6297632,0,3,3
96,AND,14071578,6297632,0,3,3
96,OR,14071578,6297632,0,0,0
96,DIFFERENCE,14071578,6297632,0,0,0
96,DIFFERENCE_REVERSED,6297632,14071578,3,0,-3
97,XOR,1546668,8241010,0,3,3
97,AND,1546668,8241010,0,0,0
97,OR,1546668,8241010,0,3,3
97,DIFFERENCE,1546668,8241010,0,3,3
97,DIFFERENCE_REVERSED,8241010,1546668,3,3,0
98,XOR,14038349,5286702,3,0,-3
98,AND,14038349,5286702,3,3,0
98,OR,14038349,5286702,3,3,0
98,DIFFERENCE,14038349,5286702,3,3,0
98,DIFFERENCE_REVERSED,5286702,14038349,3,3,0
99,XOR,12943180,2265087,0,3,3
99,AND,12943180,2265087,0,3,3
99,OR,12943180,2265087,0,0,0
99,DIFFERENCE,12943180,2265087,0,2,2
99,DIFFERENCE_REVERSED,2265087,12943180,3,2,-1
100,XOR,7532853,3587514,3,0,-3
100,AND,7532853,3587514,3,3,0
100,OR,7532853,3587514,3,3,0
100,DIFFERENCE,7532853,3587514,3,0,-3
100,DIFFERENCE_REVERSED,3587514,7532853,3,0,-3
101,XOR,1275909,913536,3,3,0
101,AND,1275909,913536,3,0,-3
101,OR,1275909,913536,3,3,0
101,DIFFERENCE,1275909,913536,3,3,0
101,DIFFERENCE_REVERSED,913536,1275909,0,3,3
102,XOR,12929077,12452883,0,0,0
102,AND,12929077,12452883,0,0,0
102,OR,12929077,12452883,0,0,0
102,DIFFERENCE,12929077,12452883,0,3,3
102,DIFFERENCE_REVERSED,12452883,12929077,0,3,3
103,XOR,7047952,8907558,0,3,3
103,AND,7047952,8907558,0,0,0
103,OR,7047952,8907558,0,3,3
103,DIFFERENCE,7047952,8907558,0,0,0
103,DIFFERENCE_REVERSED,8907558,7047952,3,0,-3
104,XOR,7097985,3231755,2,0,-2
104,AND,7097985,3231755,2,0,-2
104,OR,7097985,3231755,2,2,0
104,DIFFERENCE,7097985,3231755,2,0,-2
104,DIFFERENCE_REVERSED,3231755,7097985,0,0,0
105,XOR,7122794,7121199,0,3,3
105,AND,7122794,7121199,0,3,3
105,OR,7122794,7121199,0,0,0
105,DIFFERENCE,7122794,7121199,0,3,3
105,DIFFERENCE_REVERSED,7121199,7122794,3,3,0
106,XOR,1574640,8841109,0,3,3
106,AND,1574640,8841109,0,0,0
106,OR,1574640,8841109,0,3,3
106,DIFFERENCE,1574640,8841109,0,0,0
106,DIFFERENCE_REVERSED,8841109,1574640,3,0,-3
107,XOR,583799,15457894,3,3,0
107,AND,583799,15457894,3,3,0
107,OR,583799,15457894,3,0,-3
107,DIFFERENCE,583799,15457894,3,3,0
107,DIFFERENCE_REVERSED,15457894,583799,0,3,3
108,XOR,12089528,1052898,0,0,0
108,AND,12089528,1052898,0,0,0
108,OR,12089528,1052898,0,0,0
108,DIFFERENCE,12089528,1052898,0,3,3
108,DIFFERENCE_REVERSED,1052898,12089528,0,3,3
109,XOR,7287152,6526293,0,0,0
109,AND,7287152,6526293,0,0,0
109,OR,7287152,6526293,0,0,0
109,DIFFERENCE,7287152,6526293,0,3,3
109,DIFFERENCE_REVERSED,6526293,7287152,0,3,3
110,XOR,9329110,151587,3,3,0
110,AND,9329110,151587,3,2,-1
110,OR,9329110,151587,3,3,0
110,DIFFERENCE,9329110,151587,3,0,-3
110,DIFFERENCE_REVERSED,151587,9329110,2,0,-2
111,XOR,13485146,6674040,0,3,3
111,AND,13485146,6674040,0,3,3
111,OR,13485146,6674040,0,0,0
111,DIFFERENCE,13485146,6674040,0,3,3
111,DIFFERENCE_REVERSED,6674040,13485146,3,3,0
112,XOR,1087586,5820504,3,0,-3
112,AND,1087586,5820504,3,3,0
112,OR,1087586,5820504,3,3,0
112,DIFFERENCE,1087586,5820504,3,3,0
112,DIFFERENCE_REVERSED,5820504,1087586,3,3,0
113,XOR,16116968,8887193,3,0,-3
113,AND,16116968,8887193,3,1,-2
113,OR,16116968,8887193,3,3,0
113,DIFFERENCE,16116968,8887193,3,3,0
113,DIFFERENCE_REVERSED,8887193,16116968,1,3,2
114,XOR,2961787,5189943,3,0,-3
114,AND,2961787,5189943,3,3,0
114,OR,2961787,5189943,3,3,0
114,DIFFERENCE,2961787,5189943,3,3,0
114,DIFFERENCE_REVERSED,5189943,2961787,3,3,0
115,XOR,2052173,4377191,3,2,-1
115,AND,2052173,4377191,3,3,0
115,OR,2052173,4377191,3,3,0
115,DIFFERENCE,2052173,4377191,3,3,0
115,DIFFERENCE_REVERSED,4377191,2052173,3,3,0
116,XOR,14701742,7567911,3,3,0
116,AND,14701742,7567911,3,0,-3
116,OR,14701742,7567911,3,3,0
116,DIFFERENCE,14701742,7567911,3,3,0
116,DIFFERENCE_REVERSED,7567911,14701742,0,3,3
117,XOR,11505747,16393108,0,0,0
117,AND,11505747,16393108,0,0,0
117,OR,11505747,16393108,0,0,0
117,DIFFERENCE,11505747,16393108,0,3,3
117,DIFFERENCE_REVERSED,16393108,11505747,0,3,3
118,XOR,14762167,10966914,3,3,0
118,AND,14762167,10966914,3,0,-3
118,OR,14762167,10966914,3,3,0
118,DIFFERENCE,14762167,10966914,3,3,0
118,DIFFERENCE_REVERSED,10966914,14762167,0,3,3
119,XOR,5362628,4112057,3,3,0
119,AND,5362628,4112057,3,0,-3
119,OR,5362628,4112057,3,3,0
119,DIFFERENCE,5362628,4112057,3,3,0
119,DIFFERENCE_REVERSED,4112057,5362628,0,3,3
120,XOR,6285556,277791,3,0,-3
120,AND,6285556,277791,3,3,0
120,OR,6285556,277791,3,3,0
120,DIFFERENCE,6285556,277791,3,3,0
120,DIFFERENCE_REVERSED,277791,6285556,3,3,0
121,XOR,7109038,11716573,2,3,1
121,AND,7109038,11716573,2,2,0
121,OR,7109038,11716573,2,3,1
121,DIFFERENCE,7109038,11716573,2,0,-2
121,DIFFERENCE_REVERSED,11716573,7109038,3,0,-3
