trial,op_name,offbit_i_val,offbit_j_val,initial_dist,final_dist,dist_change
19247,OR,11455024,12153653,3,0,-3
19247,DIFFERENCE,11455024,12153653,3,2,-1
19247,DIFFERENCE_REVERSED,12153653,11455024,0,2,2
19248,XOR,4317029,3028017,3,3,0
19248,AND,4317029,3028017,3,0,-3
19248,OR,4317029,3028017,3,3,0
19248,DIFFERENCE,4317029,3028017,3,3,0
19248,DIFFERENCE_REVERSED,3028017,4317029,0,3,3
19249,XOR,412462,7248273,0,0,0
19249,AND,412462,7248273,0,0,0
19249,OR,412462,7248273,0,0,0
19249,DIFFERENCE,412462,7248273,0,3,3
19249,DIFFERENCE_REVERSED,7248273,412462,0,3,3
19250,XOR,8971447,14441577,2,3,1
19250,AND,8971447,14441577,2,2,0
19250,OR,8971447,14441577,2,3,1
19250,DIFFERENCE,8971447,14441577,2,0,-2
19250,DIFFERENCE_REVERSED,14441577,8971447,3,0,-3
19251,XOR,895566,8689201,3,0,-3
19251,AND,895566,8689201,3,3,0
19251,OR,895566,8689201,3,3,0
19251,DIFFERENCE,895566,8689201,3,0,-3
19251,DIFFERENCE_REVERSED,8689201,895566,3,0,-3
19252,XOR,6844543,6254790,3,0,-3
19252,AND,6844543,6254790,3,3,0
19252,OR,6844543,6254790,3,3,0
19252,DIFFERENCE,6844543,6254790,3,0,-3
19252,DIFFERENCE_REVERSED,6254790,6844543,3,0,-3
19253,XOR,1521670,1467461,3,0,-3
19253,AND,1521670,1467461,3,3,0
19253,OR,1521670,1467461,3,3,0
19253,DIFFERENCE,1521670,1467461,3,0,-3
19253,DIFFERENCE_REVERSED,1467461,1521670,3,0,-3
19254,XOR,12237415,11231628,3,2,-1
19254,AND,12237415,11231628,3,3,0
19254,OR,12237415,11231628,3,3,0
19254,DIFFERENCE,12237415,11231628,3,3,0
19254,DIFFERENCE_REVERSED,11231628,12237415,3,3,0
19255,XOR,14289555,3155451,3,3,0
19255,AND,14289555,3155451,3,0,-3
19255,OR,14289555,3155451,3,3,0
19255,DIFFERENCE,14289555,3155451,3,3,0
19255,DIFFERENCE_REVERSED,3155451,14289555,0,3,3
19256,XOR,1513801,15523983,2,3,1
19256,AND,1513801,15523983,2,2,0
19256,OR,1513801,15523983,2,3,1
19256,DIFFERENCE,1513801,15523983,2,3,1
19256,DIFFERENCE_REVERSED,15523983,1513801,3,3,0
19257,XOR,14404299,4161976,3,3,0
19257,AND,14404299,4161976,3,2,-1
19257,OR,14404299,4161976,3,3,0
19257,DIFFERENCE,14404299,4161976,3,0,-3
19257,DIFFERENCE_REVERSED,4161976,14404299,2,0,-2
19258,XOR,15535515,16773251,0,3,3
19258,AND,15535515,16773251,0,0,0
19258,OR,15535515,16773251,0,3,3
19258,DIFFERENCE,15535515,16773251,0,0,0
19258,DIFFERENCE_REVERSED,16773251,15535515,3,0,-3
19259,XOR,15497368,7169079,0,3,3
19259,AND,15497368,7169079,0,3,3
19259,OR,15497368,7169079,0,0,0
19259,DIFFERENCE,15497368,7169079,0,2,2
19259,DIFFERENCE_REVERSED,7169079,15497368,3,2,-1
19260,XOR,16210004,7263418,3,3,0
19260,AND,16210004,7263418,3,0,-3
19260,OR,16210004,7263418,3,3,0
19260,DIFFERENCE,16210004,7263418,3,3,0
19260,DIFFERENCE_REVERSED,7263418,16210004,0,3,3
19261,XOR,4088793,13827277,0,3,3
19261,AND,4088793,13827277,0,0,0
19261,OR,4088793,13827277,0,3,3
19261,DIFFERENCE,4088793,13827277,0,3,3
19261,DIFFERENCE_REVERSED,13827277,4088793,3,3,0
19262,XOR,567152,15455083,3,3,0
19262,AND,567152,15455083,3,3,0
19262,OR,567152,15455083,3,0,-3
19262,DIFFERENCE,567152,15455083,3,0,-3
19262,DIFFERENCE_REVERSED,15455083,567152,0,0,0
19263,XOR,5906859,14034142,3,0,-3
19263,AND,5906859,14034142,3,3,0
19263,OR,5906859,14034142,3,3,0
19263,DIFFERENCE,5906859,14034142,3,3,0
19263,DIFFERENCE_REVERSED,14034142,5906859,3,3,0
19264,XOR,12694609,11881331,0,0,0
19264,AND,12694609,11881331,0,0,0
19264,OR,12694609,11881331,0,0,0
19264,DIFFERENCE,12694609,11881331,0,3,3
19264,DIFFERENCE_REVERSED,11881331,12694609,0,3,3
19265,XOR,7623653,9839270,3,3,0
19265,AND,7623653,9839270,3,3,0
19265,OR,7623653,9839270,3,0,-3
19265,DIFFERENCE,7623653,9839270,3,0,-3
19265,DIFFERENCE_REVERSED,9839270,7623653,0,0,0
19266,XOR,9257706,6631271,3,3,0
19266,AND,9257706,6631271,3,0,-3
19266,OR,9257706,6631271,3,3,0
19266,DIFFERENCE,9257706,6631271,3,0,-3
19266,DIFFERENCE_REVERSED,6631271,9257706,0,0,0
19267,XOR,10239416,11531498,3,3,0
19267,AND,10239416,11531498,3,3,0
19267,OR,10239416,11531498,3,0,-3
19267,DIFFERENCE,10239416,11531498,3,0,-3
19267,DIFFERENCE_REVERSED,11531498,10239416,0,0,0
19268,XOR,8971718,12597723,3,3,0
19268,AND,8971718,12597723,3,3,0
19268,OR,8971718,12597723,3,0,-3
19268,DIFFERENCE,8971718,12597723,3,3,0
19268,DIFFERENCE_REVERSED,12597723,8971718,0,3,3
19269,XOR,16120801,533661,3,3,0
19269,AND,16120801,533661,3,0,-3
19269,OR,16120801,533661,3,3,0
19269,DIFFERENCE,16120801,533661,3,0,-3
19269,DIFFERENCE_REVERSED,533661,16120801,0,0,0
19270,XOR,6038221,10830321,3,0,-3
19270,AND,6038221,10830321,3,3,0
19270,OR,6038221,10830321,3,3,0
19270,DIFFERENCE,6038221,10830321,3,0,-3
19270,DIFFERENCE_REVERSED,10830321,6038221,3,0,-3
19271,XOR,2003408,1906215,0,3,3
19271,AND,2003408,1906215,0,3,3
19271,OR,2003408,1906215,0,0,0
19271,DIFFERENCE,2003408,1906215,0,3,3
19271,DIFFERENCE_REVERSED,1906215,2003408,3,3,0
19272,XOR,6955751,1184772,0,3,3
19272,AND,6955751,1184772,0,3,3
19272,OR,6955751,1184772,0,0,0
19272,DIFFERENCE,6955751,1184772,0,3,3
19272,DIFFERENCE_REVERSED,1184772,6955751,3,3,0
19273,XOR,3057512,14655164,0,3,3
19273,AND,3057512,14655164,0,0,0
19273,OR,3057512,14655164,0,3,3
19273,DIFFERENCE,3057512,14655164,0,3,3
19273,DIFFERENCE_REVERSED,14655164,3057512,3,3,0
19274,XOR,4417529,4195563,0,0,0
19274,AND,4417529,4195563,0,0,0
19274,OR,4417529,4195563,0,0,0
19274,DIFFERENCE,4417529,4195563,0,3,3
19274,DIFFERENCE_REVERSED,4195563,4417529,0,3,3
19275,XOR,6998506,16762299,3,3,0
19275,AND,6998506,16762299,3,3,0
19275,OR,6998506,16762299,3,0,-3
19275,DIFFERENCE,6998506,16762299,3,0,-3
19275,DIFFERENCE_REVERSED,16762299,6998506,0,0,0
19276,XOR,11983326,2433379,0,3,3
19276,AND,11983326,2433379,0,3,3
19276,OR,11983326,2433379,0,0,0
19276,DIFFERENCE,11983326,2433379,0,3,3
19276,DIFFERENCE_REVERSED,2433379,11983326,3,3,0
19277,XOR,13318698,12424619,0,3,3
19277,AND,13318698,12424619,0,3,3
19277,OR,13318698,12424619,0,0,0
19277,DIFFERENCE,13318698,12424619,0,3,3
19277,DIFFERENCE_REVERSED,12424619,13318698,3,3,0
19278,XOR,1768750,15629536,0,0,0
19278,AND,1768750,15629536,0,0,0
19278,OR,1768750,15629536,0,0,0
19278,DIFFERENCE,1768750,15629536,0,0,0
19278,DIFFERENCE_REVERSED,15629536,1768750,0,0,0
19279,XOR,15720504,5735959,3,3,0
19279,AND,15720504,5735959,3,0,-3
19279,OR,15720504,5735959,3,3,0
19279,DIFFERENCE,15720504,5735959,3,3,0
19279,DIFFERENCE_REVERSED,5735959,15720504,0,3,3
19280,XOR,13143982,9027796,3,2,-1
19280,AND,13143982,9027796,3,3,0
19280,OR,13143982,9027796,3,3,0
19280,DIFFERENCE,13143982,9027796,3,3,0
19280,DIFFERENCE_REVERSED,9027796,13143982,3,3,0
19281,XOR,7912740,7854753,0,0,0
19281,AND,7912740,7854753,0,2,2
19281,OR,7912740,7854753,0,0,0
19281,DIFFERENCE,7912740,7854753,0,3,3
19281,DIFFERENCE_REVERSED,7854753,7912740,2,3,1
19282,XOR,15667659,883490,0,3,3
19282,AND,15667659,883490,0,3,3
19282,OR,15667659,883490,0,0,0
19282,DIFFERENCE,15667659,883490,0,0,0
19282,DIFFERENCE_REVERSED,883490,15667659,3,0,-3
19283,XOR,2943369,4170941,3,0,-3
19283,AND,2943369,4170941,3,3,0
19283,OR,2943369,4170941,3,3,0
19283,DIFFERENCE,2943369,4170941,3,3,0
19283,DIFFERENCE_REVERSED,4170941,2943369,3,3,0
19284,XOR,4096702,15311813,3,0,-3
19284,AND,4096702,15311813,3,3,0
19284,OR,4096702,15311813,3,3,0
19284,DIFFERENCE,4096702,15311813,3,0,-3
19284,DIFFERENCE_REVERSED,15311813,4096702,3,0,-3
19285,XOR,11527633,2773435,3,3,0
19285,AND,11527633,2773435,3,0,-3
19285,OR,11527633,2773435,3,3,0
19285,DIFFERENCE,11527633,2773435,3,3,0
19285,DIFFERENCE_REVERSED,2773435,11527633,0,3,3
19286,XOR,10327226,3938695,3,0,-3
19286,AND,10327226,3938695,3,3,0
19286,OR,10327226,3938695,3,3,0
19286,DIFFERENCE,10327226,3938695,3,3,0
19286,DIFFERENCE_REVERSED,3938695,10327226,3,3,0
19287,XOR,5097705,6963317,0,0,0
19287,AND,5097705,6963317,0,0,0
19287,OR,5097705,6963317,0,0,0
19287,DIFFERENCE,5097705,6963317,0,0,0
19287,DIFFERENCE_REVERSED,6963317,5097705,0,0,0
19288,XOR,550852,15716157,3,3,0
19288,AND,550852,15716157,3,3,0
19288,OR,550852,15716157,3,0,-3
19288,DIFFERENCE,550852,15716157,3,2,-1
19288,DIFFERENCE_REVERSED,15716157,550852,0,2,2
19289,XOR,3365797,5867228,3,3,0
19289,AND,3365797,5867228,3,3,0
19289,OR,3365797,5867228,3,0,-3
19289,DIFFERENCE,3365797,5867228,3,0,-3
19289,DIFFERENCE_REVERSED,5867228,3365797,0,0,0
19290,XOR,7932387,14102702,0,3,3
19290,AND,7932387,14102702,0,0,0
19290,OR,7932387,14102702,0,3,3
19290,DIFFERENCE,7932387,14102702,0,3,3
19290,DIFFERENCE_REVERSED,14102702,7932387,3,3,0
19291,XOR,10323479,10239866,0,3,3
19291,AND,10323479,10239866,0,3,3
19291,OR,10323479,10239866,0,0,0
19291,DIFFERENCE,10323479,10239866,0,3,3
19291,DIFFERENCE_REVERSED,10239866,10323479,3,3,0
19292,XOR,9806673,15243908,3,3,0
19292,AND,9806673,15243908,3,3,0
19292,OR,9806673,15243908,3,0,-3
19292,DIFFERENCE,9806673,15243908,3,0,-3
19292,DIFFERENCE_REVERSED,15243908,9806673,0,0,0
19293,XOR,16721532,2555378,0,3,3
19293,AND,16721532,2555378,0,3,3
19293,OR,16721532,2555378,0,0,0
19293,DIFFERENCE,16721532,2555378,0,3,3
19293,DIFFERENCE_REVERSED,2555378,16721532,3,3,0
19294,XOR,2606993,11550642,0,3,3
19294,AND,2606993,11550642,0,0,0
19294,OR,2606993,11550642,0,3,3
19294,DIFFERENCE,2606993,11550642,0,0,0
19294,DIFFERENCE_REVERSED,11550642,2606993,3,0,-3
19295,XOR,3686951,11757756,3,0,-3
19295,AND,3686951,11757756,3,3,0
19295,OR,3686951,11757756,3,3,0
19295,DIFFERENCE,3686951,11757756,3,3,0
19295,DIFFERENCE_REVERSED,11757756,3686951,3,3,0
19296,XOR,1166128,14612215,3,0,-3
19296,AND,1166128,14612215,3,3,0
19296,OR,1166128,14612215,3,3,0
19296,DIFFERENCE,1166128,14612215,3,0,-3
19296,DIFFERENCE_REVERSED,14612215,1166128,3,0,-3
19297,XOR,5873325,4416292,0,3,3
19297,AND,5873325,4416292,0,3,3
19297,OR,5873325,4416292,0,0,0
19297,DIFFERENCE,5873325,4416292,0,3,3
19297,DIFFERENCE_REVERSED,4416292,5873325,3,3,0
19298,XOR,4149175,9502524,3,3,0
19298,AND,4149175,9502524,3,3,0
19298,OR,4149175,9502524,3,0,-3
19298,DIFFERENCE,4149175,9502524,3,0,-3
19298,DIFFERENCE_REVERSED,9502524,4149175,0,0,0
19299,XOR,12364627,12029532,2,0,-2
19299,AND,12364627,12029532,2,0,-2
19299,OR,12364627,12029532,2,2,0
19299,DIFFERENCE,12364627,12029532,2,0,-2
19299,DIFFERENCE_REVERSED,12029532,12364627,0,0,0
19300,XOR,12742991,8711137,0,0,0
19300,AND,12742991,8711137,0,0,0
19300,OR,12742991,8711137,0,0,0
19300,DIFFERENCE,12742991,8711137,0,3,3
19300,DIFFERENCE_REVERSED,8711137,12742991,0,3,3
19301,XOR,7789524,3992060,3,2,-1
19301,AND,7789524,3992060,3,3,0
19301,OR,7789524,3992060,3,3,0
19301,DIFFERENCE,7789524,3992060,3,3,0
19301,DIFFERENCE_REVERSED,3992060,7789524,3,3,0
19302,XOR,11834969,4427383,0,3,3
19302,AND,11834969,4427383,0,3,3
19302,OR,11834969,4427383,0,0,0
19302,DIFFERENCE,11834969,4427383,0,3,3
19302,DIFFERENCE_REVERSED,4427383,11834969,3,3,0
19303,XOR,6352702,11232384,0,3,3
19303,AND,6352702,11232384,0,0,0
19303,OR,6352702,11232384,0,3,3
19303,DIFFERENCE,6352702,11232384,0,0,0
19303,DIFFERENCE_REVERSED,11232384,6352702,3,0,-3
19304,XOR,3020411,5417501,3,2,-1
19304,AND,3020411,5417501,3,3,0
19304,OR,3020411,5417501,3,3,0
19304,DIFFERENCE,3020411,5417501,3,3,0
19304,DIFFERENCE_REVERSED,5417501,3020411,3,3,0
19305,XOR,7280086,15119531,0,0,0
19305,AND,7280086,15119531,0,0,0
19305,OR,7280086,15119531,0,0,0
19305,DIFFERENCE,7280086,15119531,0,0,0
19305,DIFFERENCE_REVERSED,15119531,7280086,0,0,0
19306,XOR,771082,14761005,0,0,0
19306,AND,771082,14761005,0,0,0
19306,OR,771082,14761005,0,0,0
19306,DIFFERENCE,771082,14761005,0,0,0
19306,DIFFERENCE_REVERSED,14761005,771082,0,0,0
19307,XOR,2490114,12058643,0,3,3
19307,AND,2490114,12058643,0,0,0
19307,OR,2490114,12058643,0,3,3
19307,DIFFERENCE,2490114,12058643,0,0,0
19307,DIFFERENCE_REVERSED,12058643,2490114,3,0,-3
19308,XOR,11580419,14873331,3,0,-3
19308,AND,11580419,14873331,3,3,0
19308,OR,11580419,14873331,3,3,0
19308,DIFFERENCE,11580419,14873331,3,0,-3
19308,DIFFERENCE_REVERSED,14873331,11580419,3,0,-3
19309,XOR,10194222,10928967,3,3,0
19309,AND,10194222,10928967,3,3,0
19309,OR,10194222,10928967,3,0,-3
19309,DIFFERENCE,10194222,10928967,3,0,-3
19309,DIFFERENCE_REVERSED,10928967,10194222,0,0,0
19310,XOR,7318490,16051304,0,3,3
19310,AND,7318490,16051304,0,0,0
19310,OR,7318490,16051304,0,3,3
19310,DIFFERENCE,7318490,16051304,0,2,2
19310,DIFFERENCE_REVERSED,16051304,7318490,3,2,-1
19311,XOR,4261402,5940152,3,3,0
19311,AND,4261402,5940152,3,3,0
19311,OR,4261402,5940152,3,0,-3
19311,DIFFERENCE,4261402,5940152,3,3,0
19311,DIFFERENCE_REVERSED,5940152,4261402,0,3,3
19312,XOR,15184266,11322726,3,3,0
19312,AND,15184266,11322726,3,0,-3
19312,OR,15184266,11322726,3,3,0
19312,DIFFERENCE,15184266,11322726,3,3,0
19312,DIFFERENCE_REVERSED,11322726,15184266,0,3,3
19313,XOR,733285,14141863,3,2,-1
19313,AND,733285,14141863,3,3,0
19313,OR,733285,14141863,3,3,0
19313,DIFFERENCE,733285,14141863,3,0,-3
19313,DIFFERENCE_REVERSED,14141863,733285,3,0,-3
19314,XOR,12871400,8610950,3,2,-1
19314,AND,12871400,8610950,3,3,0
19314,OR,12871400,8610950,3,3,0
19314,DIFFERENCE,12871400,8610950,3,0,-3
19314,DIFFERENCE_REVERSED,8610950,12871400,3,0,-3
19315,XOR,9376837,1040084,0,0,0
19315,AND,9376837,1040084,0,0,0
19315,OR,9376837,1040084,0,0,0
19315,DIFFERENCE,9376837,1040084,0,3,3
19315,DIFFERENCE_REVERSED,1040084,9376837,0,3,3
19316,XOR,908711,14193074,0,3,3
19316,AND,908711,14193074,0,0,0
19316,OR,908711,14193074,0,3,3
19316,DIFFERENCE,908711,14193074,0,3,3
19316,DIFFERENCE_REVERSED,14193074,908711,3,3,0
19317,XOR,6477310,14906176,3,0,-3
19317,AND,6477310,14906176,3,3,0
19317,OR,6477310,14906176,3,3,0
19317,DIFFERENCE,6477310,14906176,3,0,-3
19317,DIFFERENCE_REVERSED,14906176,6477310,3,0,-3
19318,XOR,15234285,2492885,0,0,0
19318,AND,15234285,2492885,0,2,2
19318,OR,15234285,2492885,0,0,0
19318,DIFFERENCE,15234285,2492885,0,0,0
19318,DIFFERENCE_REVERSED,2492885,15234285,2,0,-2
19319,XOR,5871517,7110109,0,0,0
19319,AND,5871517,7110109,0,0,0
19319,OR,5871517,7110109,0,0,0
19319,DIFFERENCE,5871517,7110109,0,0,0
19319,DIFFERENCE_REVERSED,7110109,5871517,0,0,0
19320,XOR,666281,8995715,3,0,-3
19320,AND,666281,8995715,3,3,0
19320,OR,666281,8995715,3,3,0
19320,DIFFERENCE,666281,8995715,3,0,-3
19320,DIFFERENCE_REVERSED,8995715,666281,3,0,-3
19321,XOR,4946002,12353612,3,0,-3
19321,AND,4946002,12353612,3,3,0
19321,OR,4946002,12353612,3,3,0
19321,DIFFERENCE,4946002,12353612,3,3,0
19321,DIFFERENCE_REVERSED,12353612,4946002,3,3,0
19322,XOR,1424264,12236781,3,0,-3
19322,AND,1424264,12236781,3,3,0
19322,OR,1424264,12236781,3,3,0
19322,DIFFERENCE,1424264,12236781,3,3,0
19322,DIFFERENCE_REVERSED,12236781,1424264,3,3,0
19323,XOR,5266244,6841246,3,3,0
19323,AND,5266244,6841246,3,3,0
19323,OR,5266244,6841246,3,0,-3
19323,DIFFERENCE,5266244,6841246,3,3,0
19323,DIFFERENCE_REVERSED,6841246,5266244,0,3,3
19324,XOR,3821714,3356989,3,0,-3
19324,AND,3821714,3356989,3,3,0
19324,OR,3821714,3356989,3,3,0
19324,DIFFERENCE,3821714,3356989,3,3,0
19324,DIFFERENCE_REVERSED,3356989,3821714,3,3,0
19325,XOR,5179518,8738431,0,0,0
19325,AND,5179518,8738431,0,0,0
19325,OR,5179518,8738431,0,2,2
19325,DIFFERENCE,5179518,8738431,0,1,1
19325,DIFFERENCE_REVERSED,8738431,5179518,2,1,-1
19326,XOR,10160117,5419343,0,0,0
19326,AND,10160117,5419343,0,0,0
19326,OR,10160117,5419343,0,0,0
19326,DIFFERENCE,10160117,5419343,0,0,0
19326,DIFFERENCE_REVERSED,5419343,10160117,0,0,0
19327,XOR,10518193,6790509,0,3,3
19327,AND,10518193,6790509,0,3,3
19327,OR,10518193,6790509,0,0,0
19327,DIFFERENCE,10518193,6790509,0,3,3
19327,DIFFERENCE_REVERSED,6790509,10518193,3,3,0
19328,XOR,3988442,15548588,3,0,-3
19328,AND,3988442,15548588,3,3,0
19328,OR,3988442,15548588,3,3,0
19328,DIFFERENCE,3988442,15548588,3,0,-3
19328,DIFFERENCE_REVERSED,15548588,3988442,3,0,-3
19329,XOR,3552530,3984690,0,0,0
19329,AND,3552530,3984690,0,0,0
19329,OR,3552530,3984690,0,0,0
19329,DIFFERENCE,3552530,3984690,0,2,2
19329,DIFFERENCE_REVERSED,3984690,3552530,0,2,2
19330,XOR,2014673,14400436,0,0,0
19330,AND,2014673,14400436,0,0,0
19330,OR,2014673,14400436,0,0,0
19330,DIFFERENCE,2014673,14400436,0,3,3
19330,DIFFERENCE_REVERSED,14400436,2014673,0,3,3
19331,XOR,1802076,12872964,3,0,-3
19331,AND,1802076,12872964,3,3,0
19331,OR,1802076,12872964,3,3,0
19331,DIFFERENCE,1802076,12872964,3,2,-1
19331,DIFFERENCE_REVERSED,12872964,1802076,3,2,-1
19332,XOR,4628657,9770188,3,3,0
19332,AND,4628657,9770188,3,3,0
19332,OR,4628657,9770188,3,0,-3
19332,DIFFERENCE,4628657,9770188,3,0,-3
19332,DIFFERENCE_REVERSED,9770188,4628657,0,0,0
19333,XOR,16464251,7652975,3,3,0
19333,AND,16464251,7652975,3,2,-1
19333,OR,16464251,7652975,3,3,0
19333,DIFFERENCE,16464251,7652975,3,0,-3
19333,DIFFERENCE_REVERSED,7652975,16464251,2,0,-2
19334,XOR,13446097,140599,3,0,-3
19334,AND,13446097,140599,3,3,0
19334,OR,13446097,140599,3,3,0
19334,DIFFERENCE,13446097,140599,3,3,0
19334,DIFFERENCE_REVERSED,140599,13446097,3,3,0
19335,XOR,9442234,30158,0,0,0
19335,AND,9442234,30158,0,2,2
19335,OR,9442234,30158,0,0,0
19335,DIFFERENCE,9442234,30158,0,3,3
19335,DIFFERENCE_REVERSED,30158,9442234,2,3,1
19336,XOR,4082336,774494,0,0,0
19336,AND,4082336,774494,0,0,0
19336,OR,4082336,774494,0,0,0
19336,DIFFERENCE,4082336,774494,0,0,0
19336,DIFFERENCE_REVERSED,774494,4082336,0,0,0
19337,XOR,11415836,8162503,3,0,-3
19337,AND,11415836,8162503,3,3,0
19337,OR,11415836,8162503,3,3,0
19337,DIFFERENCE,11415836,8162503,3,0,-3
19337,DIFFERENCE_REVERSED,8162503,11415836,3,0,-3
19338,XOR,12331189,1560608,0,0,0
19338,AND,12331189,1560608,0,0,0
19338,OR,12331189,1560608,0,0,0
19338,DIFFERENCE,12331189,1560608,0,0,0
19338,DIFFERENCE_REVERSED,1560608,12331189,0,0,0
19339,XOR,13827733,335078,3,3,0
19339,AND,13827733,335078,3,0,-3
19339,OR,13827733,335078,3,3,0
19339,DIFFERENCE,13827733,335078,3,3,0
19339,DIFFERENCE_REVERSED,335078,13827733,0,3,3
19340,XOR,9493206,7370817,0,3,3
19340,AND,9493206,7370817,0,3,3
19340,OR,9493206,7370817,0,0,0
19340,DIFFERENCE,9493206,7370817,0,0,0
19340,DIFFERENCE_REVERSED,7370817,9493206,3,0,-3
19341,XOR,101405,2684042,0,0,0
19341,AND,101405,2684042,0,0,0
19341,OR,101405,2684042,0,0,0
19341,DIFFERENCE,101405,2684042,0,0,0
19341,DIFFERENCE_REVERSED,2684042,101405,0,0,0
19342,XOR,16301749,8991899,0,3,3
19342,AND,16301749,8991899,0,3,3
19342,OR,16301749,8991899,0,0,0
19342,DIFFERENCE,16301749,8991899,0,0,0
19342,DIFFERENCE_REVERSED,8991899,16301749,3,0,-3
19343,XOR,7723276,11000187,0,0,0
19343,AND,7723276,11000187,0,0,0
19343,OR,7723276,11000187,0,0,0
19343,DIFFERENCE,7723276,11000187,0,3,3
19343,DIFFERENCE_REVERSED,11000187,7723276,0,3,3
19344,XOR,7335718,4235526,2,0,-2
19344,AND,7335718,4235526,2,0,-2
19344,OR,7335718,4235526,2,2,0
19344,DIFFERENCE,7335718,4235526,2,0,-2
19344,DIFFERENCE_REVERSED,4235526,7335718,0,0,0
19345,XOR,15759560,2405066,3,3,0
19345,AND,15759560,2405066,3,2,-1
19345,OR,15759560,2405066,3,3,0
19345,DIFFERENCE,15759560,2405066,3,0,-3
19345,DIFFERENCE_REVERSED,2405066,15759560,2,0,-2
19346,XOR,15904786,14248895,0,3,3
19346,AND,15904786,14248895,0,3,3
19346,OR,15904786,14248895,0,0,0
19346,DIFFERENCE,15904786,14248895,0,3,3
19346,DIFFERENCE_REVERSED,14248895,15904786,3,3,0
19347,XOR,1236323,466465,0,3,3
19347,AND,1236323,466465,0,1,1
19347,OR,1236323,466465,0,0,0
19347,DIFFERENCE,1236323,466465,0,0,0
19347,DIFFERENCE_REVERSED,466465,1236323,1,0,-1
19348,XOR,7280727,13664893,3,0,-3
19348,AND,7280727,13664893,3,3,0
19348,OR,7280727,13664893,3,3,0
19348,DIFFERENCE,7280727,13664893,3,0,-3
19348,DIFFERENCE_REVERSED,13664893,7280727,3,0,-3
19349,XOR,10075368,10066442,3,3,0
19349,AND,10075368,10066442,3,0,-3
19349,OR,10075368,10066442,3,3,0
19349,DIFFERENCE,10075368,10066442,3,0,-3
19349,DIFFERENCE_REVERSED,10066442,10075368,0,0,0
19350,XOR,14148452,10961486,0,3,3
19350,AND,14148452,10961486,0,3,3
19350,OR,14148452,10961486,0,0,0
19350,DIFFERENCE,14148452,10961486,0,0,0
19350,DIFFERENCE_REVERSED,10961486,14148452,3,0,-3
19351,XOR,14263026,12186606,3,0,-3
19351,AND,14263026,12186606,3,3,0
19351,OR,14263026,12186606,3,3,0
19351,DIFFERENCE,14263026,12186606,3,0,-3
19351,DIFFERENCE_REVERSED,12186606,14263026,3,0,-3
19352,XOR,6589385,2739763,3,3,0
19352,AND,6589385,2739763,3,2,-1
19352,OR,6589385,2739763,3,3,0
19352,DIFFERENCE,6589385,2739763,3,0,-3
19352,DIFFERENCE_REVERSED,2739763,6589385,2,0,-2
19353,XOR,3125466,12860761,3,3,0
19353,AND,3125466,12860761,3,3,0
19353,OR,3125466,12860761,3,2,-1
19353,DIFFERENCE,3125466,12860761,3,3,0
19353,DIFFERENCE_REVERSED,12860761,3125466,2,3,1
19354,XOR,2307264,11221439,0,0,0
19354,AND,2307264,11221439,0,0,0
19354,OR,2307264,11221439,0,0,0
19354,DIFFERENCE,2307264,11221439,0,3,3
19354,DIFFERENCE_REVERSED,11221439,2307264,0,3,3
19355,XOR,6098048,260805,0,0,0
19355,AND,6098048,260805,0,0,0
19355,OR,6098048,260805,0,0,0
19355,DIFFERENCE,6098048,260805,0,2,2
19355,DIFFERENCE_REVERSED,260805,6098048,0,2,2
19356,XOR,14136880,7494752,3,3,0
19356,AND,14136880,7494752,3,2,-1
19356,OR,14136880,7494752,3,3,0
19356,DIFFERENCE,14136880,7494752,3,3,0
19356,DIFFERENCE_REVERSED,7494752,14136880,2,3,1
19357,XOR,2362181,16595197,0,3,3
19357,AND,2362181,16595197,0,0,0
19357,OR,2362181,16595197,0,3,3
19357,DIFFERENCE,2362181,16595197,0,3,3
19357,DIFFERENCE_REVERSED,16595197,2362181,3,3,0
19358,XOR,12518782,13505795,3,3,0
19358,AND,12518782,13505795,3,3,0
19358,OR,12518782,13505795,3,0,-3
19358,DIFFERENCE,12518782,13505795,3,3,0
19358,DIFFERENCE_REVERSED,13505795,12518782,0,3,3
19359,XOR,7875276,2140412,3,3,0
19359,AND,7875276,2140412,3,0,-3
19359,OR,7875276,2140412,3,3,0
19359,DIFFERENCE,7875276,2140412,3,0,-3
19359,DIFFERENCE_REVERSED,2140412,7875276,0,0,0
19360,XOR,1171814,7065389,0,3,3
19360,AND,1171814,7065389,0,0,0
19360,OR,1171814,7065389,0,3,3
19360,DIFFERENCE,1171814,7065389,0,3,3
19360,DIFFERENCE_REVERSED,7065389,1171814,3,3,0
19361,XOR,6357665,14730950,3,0,-3
19361,AND,6357665,14730950,3,3,0
19361,OR,6357665,14730950,3,3,0
19361,DIFFERENCE,6357665,14730950,3,3,0
19361,DIFFERENCE_REVERSED,14730950,6357665,3,3,0
19362,XOR,12229587,10263883,3,0,-3
19362,AND,12229587,10263883,3,3,0
19362,OR,12229587,10263883,3,3,0
19362,DIFFERENCE,12229587,10263883,3,3,0
19362,DIFFERENCE_REVERSED,10263883,12229587,3,3,0
19363,XOR,1473184,5552402,0,2,2
19363,AND,1473184,5552402,0,0,0
19363,OR,1473184,5552402,0,0,0
19363,DIFFERENCE,1473184,5552402,0,2,2
19363,DIFFERENCE_REVERSED,5552402,1473184,0,2,2
19364,XOR,2454455,9008375,0,2,2
