id,name,type,category,fraction,carbon_count,molecular_weight,frequency_hz,complexity,bit_state_decimal,glr_errors,glr_nrci_before,glr_nrci_after,glr_efficiency,glr_improvement,nrci,nrci_regime,soc_energy_cu,modal_sum,wall_proximity,wall_safe,nrci_risk,coherence_factor,resonance_strength,emergence_intensity,success,error
443,Aromatic-C14-443,Aromatics,Aromatics,Diesel,14,190.316,724873710818.0087,8,3703441,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,80.1073485911574,1.590316,WallProximity.SAFE,True,0.0,0.0,0.8276126144218086,0.1903672357609857,True,
457,Aromatic-C13-457,Aromatics,Aromatics,Diesel,13,176.29,753158117252.3292,8,3441297,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,68.88314757353469,1.47629,WallProximity.SAFE,True,0.0,0.0,0.8465212890838342,0.183811298372123,True,
458,Aromatic-C14-458,Aromatics,Aromatics,Diesel,14,190.316,724873710818.0087,8,3703441,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,80.1073485911574,1.590316,WallProximity.SAFE,True,0.0,0.0,0.8276126144218086,0.1903672357609857,True,
472,Aromatic-C13-472,Aromatics,Aromatics,Diesel,13,176.29,753158117252.3292,8,3441297,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,68.88314757353469,1.47629,WallProximity.SAFE,True,0.0,0.0,0.8465212890838342,0.183811298372123,True,
473,Aromatic-C14-473,Aromatics,Aromatics,Diesel,14,190.316,724873710818.0087,8,3703441,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,80.1073485911574,1.590316,WallProximity.SAFE,True,0.0,0.0,0.8276126144218086,0.1903672357609857,True,
487,Aromatic-C13-487,Aromatics,Aromatics,Diesel,13,176.29,753158117252.3292,8,3441297,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,68.88314757353469,1.47629,WallProximity.SAFE,True,0.0,0.0,0.8465212890838342,0.183811298372123,True,
488,Aromatic-C14-488,Aromatics,Aromatics,Diesel,14,190.316,724873710818.0087,8,3703441,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,80.1073485911574,1.590316,WallProximity.SAFE,True,0.0,0.0,0.8276126144218086,0.1903672357609857,True,
502,Aromatic-C13-502,Aromatics,Aromatics,Diesel,13,176.29,753158117252.3292,8,3441297,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,68.88314757353469,1.47629,WallProximity.SAFE,True,0.0,0.0,0.8465212890838342,0.183811298372123,True,
503,Aromatic-C14-503,Aromatics,Aromatics,Diesel,14,190.316,724873710818.0087,8,3703441,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,80.1073485911574,1.590316,WallProximity.SAFE,True,0.0,0.0,0.8276126144218086,0.1903672357609857,True,
517,Aromatic-C13-517,Aromatics,Aromatics,Diesel,13,176.29,753158117252.3292,8,3441297,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,68.88314757353469,1.47629,WallProximity.SAFE,True,0.0,0.0,0.8465212890838342,0.183811298372123,True,
518,Aromatic-C14-518,Aromatics,Aromatics,Diesel,14,190.316,724873710818.0087,8,3703441,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,80.1073485911574,1.590316,WallProximity.SAFE,True,0.0,0.0,0.8276126144218086,0.1903672357609857,True,
532,Aromatic-C13-532,Aromatics,Aromatics,Diesel,13,176.29,753158117252.3292,8,3441297,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,68.88314757353469,1.47629,WallProximity.SAFE,True,0.0,0.0,0.8465212890838342,0.183811298372123,True,
533,Aromatic-C14-533,Aromatics,Aromatics,Diesel,14,190.316,724873710818.0087,8,3703441,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,80.1073485911574,1.590316,WallProximity.SAFE,True,0.0,0.0,0.8276126144218086,0.1903672357609857,True,
547,Aromatic-C13-547,Aromatics,Aromatics,Diesel,13,176.29,753158117252.3292,8,3441297,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,68.88314757353469,1.47629,WallProximity.SAFE,True,0.0,0.0,0.8465212890838342,0.183811298372123,True,
548,Aromatic-C14-548,Aromatics,Aromatics,Diesel,14,190.316,724873710818.0087,8,3703441,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,80.1073485911574,1.590316,WallProximity.SAFE,True,0.0,0.0,0.8276126144218086,0.1903672357609857,True,
562,Aromatic-C13-562,Aromatics,Aromatics,Diesel,13,176.29,753158117252.3292,8,3441297,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,68.88314757353469,1.47629,WallProximity.SAFE,True,0.0,0.0,0.8465212890838342,0.183811298372123,True,
563,Aromatic-C14-563,Aromatics,Aromatics,Diesel,14,190.316,724873710818.0087,8,3703441,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,80.1073485911574,1.590316,WallProximity.SAFE,True,0.0,0.0,0.8276126144218086,0.1903672357609857,True,
